instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,New,4,-18525.765543,-18442.043263,-18462.728736,-17856.732116,-17381.000000,-17380.000000,4281.992244,4293.485977,4384.275095,4395.584643,1643,265275,3600.000000,4,152,857,GUROBI,1
1,New,4,-18528.757317,-18389.449011,-18433.705779,-17919.244851,-17382.000000,-17381.000000,4401.921786,4415.059909,4729.680082,4729.680520,4261,720601,3600.000000,4,158,859,GUROBI,1
2,New,4,-18531.015822,-18418.494951,-18456.322420,-17890.867013,-17387.000000,-17387.000000,4552.128848,4562.097428,4635.104439,4656.021350,1085,223189,3600.000000,4,177,860,GUROBI,1
3,New,4,-18529.643534,-18335.906922,-18392.873174,-17894.594759,-17383.000000,-17382.000000,3842.206951,3853.595526,4033.112547,4033.112981,1992,377339,3600.000000,4,135,857,GUROBI,1
4,New,4,-18520.618523,-18424.599075,-18459.284872,-17890.256967,-17379.000000,-17379.000000,4265.833942,4275.340575,4371.927080,4385.795501,1552,290581,3600.000000,4,212,854,GUROBI,1
5,New,4,-18529.391320,-18406.481609,-18433.927478,-17898.445098,-17386.000000,-17385.000000,4329.288885,4338.601329,4474.225996,4474.226444,1563,320938,3600.000000,4,182,855,GUROBI,1
