lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing,vpcGenerator
-391.873376,-354.868204,-354.868204,-98.160000,-328.600000,7.227256,63.088171,312.053429,395.000000,397.000000,400.000000,1,PRLP
-388.565416,-349.250341,-349.250341,-92.360000,-263.000000,11.511120,145.023547,287.098730,395.000000,398.000000,400.000000,1,PRLP
-392.252934,-354.663128,-354.663128,-97.960000,-347.560000,7.784316,68.935381,310.050803,395.000000,397.000000,400.000000,1,PRLP
-386.042232,-347.773398,-347.773398,-90.560000,-288.360000,10.676906,123.146675,287.030464,395.000000,398.000000,400.000000,1,PRLP
-407.030851,-367.430512,-367.430512,-115.720000,-270.680000,8.196988,77.114601,222.047766,395.000000,397.000000,400.000000,1,PRLP
-372.139700,-335.469326,-335.469326,-69.240000,-181.840000,9.713595,110.484446,285.063517,395.000000,398.000000,400.000000,1,PRLP
-394.232801,-354.032868,-354.032868,-95.320000,-95.320000,16.992919,264.862436,264.955587,395.000000,401.000000,400.000000,1,PRLP
-386.546203,-349.709341,-349.709341,-90.120000,-125.680000,10.552777,135.513047,286.050185,395.000000,398.000000,400.000000,1,PRLP
-400.349023,-360.651746,-360.651746,-102.280000,-102.280000,12.285394,143.222950,283.039196,395.000000,398.000000,400.000000,1,PRLP
-392.422070,-353.733105,-353.733105,-96.720000,-350.080000,6.967616,70.631908,311.108975,395.000000,397.000000,400.000000,1,PRLP
-392.422070,-353.733105,-392.705824,-96.720000,100000000000000007629769841091887003294964970946560.000000,6.967616,70.631908,0.113206,395.000000,437.000000,400.000000,1,Farkas
-392.422070,-353.733105,-390.030377,-96.720000,100000000000000007629769841091887003294964970946560.000000,6.967616,70.631908,0.114702,395.000000,441.000000,400.000000,1,Farkas
-392.422070,-353.733105,-405.452105,-96.720000,100000000000000007629769841091887003294964970946560.000000,6.967616,70.631908,0.094669,395.000000,428.000000,400.000000,1,Farkas
0.000000,0.000000,-379.325475,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.103061,395.000000,440.000000,400.000000,1,Farkas
0.000000,0.000000,-402.766209,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.115569,395.000000,443.000000,400.000000,1,Farkas
-402.766209,0.000000,-393.584988,0.000000,100000000000000007629769841091887003294964970946560.000000,0.115569,395.000000,0.119146,395.000000,438.000000,400.000000,1,Farkas
-402.766209,0.000000,-386.618524,0.000000,100000000000000007629769841091887003294964970946560.000000,0.115569,395.000000,0.112527,395.000000,418.000000,400.000000,1,Farkas
-402.766209,0.000000,-390.166588,0.000000,100000000000000007629769841091887003294964970946560.000000,0.115569,395.000000,0.093194,395.000000,437.000000,400.000000,1,Farkas
-390.166588,0.000000,-384.534685,0.115569,100000000000000007629769841091887003294964970946560.000000,0.093194,395.000000,0.112715,395.000000,431.000000,400.000000,1,Farkas
-384.534685,0.115569,-392.279853,0.093194,100000000000000007629769841091887003294964970946560.000000,0.112715,400.000000,0.116194,395.000000,441.000000,400.000000,1,Farkas
-392.279853,0.093194,-400.746334,0.112715,100000000000000007629769841091887003294964970946560.000000,0.116194,0.000000,0.105870,395.000000,435.000000,400.000000,1,Farkas
1.000000,0.000000,-373.539541,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.099876,395.000000,441.000000,400.000000,1,Farkas
1.000000,0.000000,-391.214299,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.093541,395.000000,451.000000,400.000000,1,Farkas
1.000000,0.000000,-397.290452,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.104129,395.000000,448.000000,400.000000,1,Farkas
1.000000,0.000000,-382.655914,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.093476,395.000000,444.000000,400.000000,1,Farkas
1.000000,0.000000,-392.069444,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.097350,395.000000,454.000000,400.000000,1,Farkas
1.000000,0.000000,-381.704850,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.101837,395.000000,452.000000,400.000000,1,Farkas
1.000000,0.000000,-422.315364,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.098945,395.000000,428.000000,400.000000,1,Farkas
1.000000,1.000000,-403.311175,1.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.095173,395.000000,423.000000,400.000000,1,Farkas
0.000000,1.000000,-405.617232,1.000000,100000000000000007629769841091887003294964970946560.000000,1.000000,1.000000,0.096763,395.000000,442.000000,400.000000,1,Farkas
0.000000,1.000000,-385.126435,1.000000,100000000000000007629769841091887003294964970946560.000000,1.000000,1.000000,0.092054,395.000000,430.000000,400.000000,1,Farkas
0.000000,1.000000,-398.939836,1.000000,100000000000000007629769841091887003294964970946560.000000,1.000000,1.000000,0.095169,395.000000,435.000000,400.000000,1,Farkas
0.000000,1.000000,-399.816186,1.000000,100000000000000007629769841091887003294964970946560.000000,1.000000,1.000000,0.094947,395.000000,431.000000,400.000000,1,Farkas
1.000000,1.000000,-386.614327,1.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.093310,395.000000,447.000000,400.000000,1,Farkas
1.000000,1.000000,-398.186020,1.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,0.094664,395.000000,428.000000,400.000000,1,Farkas
