lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing,vpcGenerator
1327513604358343958472971333318775117961685204001042356338758168592745135181561025231069592679513540623581853026459742771461696649505756106371577981881263422417316750521070018877641742074318422016.000000,5024211937852072109380269236687152668349805176350757676407568082554039407614749619428732633406337213094043594116079992483664628061616833537910250608314049632755193015639448490082304.000000,-22352.821748,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,6.551701,495.000000,2598.000000,500.000000,1,PRLP
0.000000,0.000000,-45125.245877,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,6.719158,495.000000,1985.000000,500.000000,1,PRLP
0.000000,0.000000,-121846.783909,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,6.719932,495.000000,2561.000000,500.000000,1,PRLP
0.000000,0.000000,-135370.880188,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,6.731073,495.000000,2542.000000,500.000000,1,PRLP
0.000000,0.000000,-135524.527161,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,6.731858,495.000000,2568.000000,500.000000,1,PRLP
0.000000,0.000000,-139070.436491,0.000000,100000000000000007629769841091887003294964970946560.000000,0.000000,0.000000,6.748762,495.000000,2554.000000,500.000000,1,PRLP
