lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing,vpcGenerator
-78015.590783,-77695.115982,-77692.394175,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.550626,10.346761,278.161707,295.000000,304.000000,300.000000,1,PRLP
-45156.129277,-44942.340586,-44942.331946,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.284083,10.898217,279.025457,295.000000,303.000000,300.000000,1,PRLP
-1576.137798,-1522.231075,-1522.231075,7570.867167,7570.867167,3.690671,10.404882,277.046342,295.000000,301.000000,300.000000,1,PRLP
-13.655481,3.706859,8.144785,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.540470,6.349430,277.072303,295.000000,304.000000,300.000000,1,PRLP
-22277.702956,-22219.844125,-22219.836377,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.352004,7.446288,278.356749,295.000000,302.000000,300.000000,1,PRLP
-47.733371,-24.867834,-24.837348,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,12.975178,24.973047,276.032146,295.000000,303.000000,300.000000,1,PRLP
28.524509,50.148797,52.719744,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.880187,8.913619,276.004377,295.000000,302.000000,300.000000,1,PRLP
-14173.530875,-13930.676741,-13930.676741,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.655932,12.597881,279.009797,295.000000,301.000000,300.000000,1,PRLP
-1560.741447,-1526.659429,-1525.941837,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.435981,6.526310,278.143296,295.000000,304.000000,300.000000,1,PRLP
-29726.492452,-29644.680516,-29644.680516,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.788251,7.560839,278.003509,295.000000,303.000000,300.000000,1,PRLP
-1552.471327,-1514.334554,-1514.334554,3368.675382,3368.675382,3.648867,9.967407,274.163469,295.000000,302.000000,300.000000,1,Farkas
-1599.455254,-1552.044990,-1552.044990,3371.995764,3371.995764,14.742655,22.961922,275.025474,295.000000,302.000000,300.000000,1,Farkas
-52.627518,-38.018696,-38.018696,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,14.555080,17.893403,275.031428,295.000000,303.000000,300.000000,1,Farkas
27.394034,47.317724,47.323466,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.510554,4.891200,275.014824,295.000000,303.000000,300.000000,1,Farkas
-1597.249262,-1545.540440,-1545.540440,3374.285530,3374.285530,14.779067,24.769063,274.009827,295.000000,301.000000,300.000000,1,Farkas
-1552.680473,-1522.064101,-1521.912903,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.535919,6.505435,274.016080,295.000000,302.000000,300.000000,1,Farkas
-1581.430817,-1534.890508,-1534.889916,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.590207,9.521916,274.008285,295.000000,302.000000,300.000000,1,Farkas
-1577.620549,-1536.460583,-1536.394538,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.582327,7.535873,274.080583,295.000000,303.000000,300.000000,1,Farkas
-59.352608,-44.837833,-44.830803,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.900997,4.772226,276.002936,295.000000,305.000000,300.000000,1,Farkas
-1575.857289,-1530.527008,-1529.163922,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,10.006167,15.930281,275.052578,295.000000,304.000000,300.000000,1,Farkas
-1565.772375,-1547.113466,-1547.104116,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.583762,4.561591,274.110264,295.000000,303.000000,300.000000,1,Farkas
-1557.036948,-1507.701034,-1506.899291,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.439297,8.278928,275.029811,295.000000,304.000000,300.000000,1,Farkas
-46.500133,-30.131673,-30.070456,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.752326,7.135421,276.022993,295.000000,304.000000,300.000000,1,Farkas
-52142.015868,-52091.342939,-52091.342939,-43524.323231,-43524.323231,18.777501,23.186386,274.033199,295.000000,302.000000,300.000000,1,Farkas
-1575.142611,-1515.264890,-1515.030699,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,9.999834,19.386409,274.048535,295.000000,302.000000,300.000000,1,Farkas
-58.177503,-38.965937,-38.952811,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,3.244087,12.055000,275.010855,295.000000,305.000000,300.000000,1,Farkas
-1564.447928,-1525.852055,-1525.814629,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.636103,8.760494,275.035558,295.000000,304.000000,300.000000,1,Farkas
25.812445,45.736134,45.741876,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.512097,4.883642,275.031027,295.000000,303.000000,300.000000,1,Farkas
-24395.532753,-24292.411352,-24292.411352,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.139707,13.801973,273.004518,295.000000,303.000000,300.000000,1,Farkas
-21.279297,-3.543230,-3.542483,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.619233,4.371701,275.076919,295.000000,303.000000,300.000000,1,Farkas
