instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.033034,3.482854,4.250529,3.482868,3.482867,4.256131,1200.000000,None,4,488,0,0
1,171808.333723,171808.333723,171808.333723,174352.001038,176375.500000,176387.600000,176375.500000,0.031213,1.847971,2.759475,1.847985,5.208199,8.685725,1200.000000,None,4,4915,198,0
2,176002.325324,176002.325324,176002.325324,179431.098190,179431.098190,182386.300000,180708.700000,0.032264,0.603586,3.053710,0.603599,6.964500,6.970768,1200.000000,None,4,3562,122,0
3,175915.053238,175915.053238,175915.053238,178988.338937,178988.338937,180490.100000,180490.100000,0.032666,1.579891,2.063214,1.579901,1.579900,2.067599,1200.000000,None,4,274,0,0
4,183814.902961,183814.902961,183814.902961,187185.201393,187185.201393,188618.300000,188618.300000,0.031679,2.909945,3.480956,2.909958,2.909957,3.487225,1200.000000,None,4,339,0,0
5,182126.739103,182126.739103,182126.739103,184317.872887,186457.100000,187055.800000,186457.100000,0.031728,0.844233,1.727168,0.844245,16.055158,42.199087,1200.000000,None,4,38738,1704,0
6,180485.006909,180485.006909,180485.006909,183793.534722,183793.534722,185327.400000,185327.400000,0.032418,1.935697,3.503738,1.935708,1.935707,3.510583,1200.000000,None,4,648,0,0
7,181545.176035,181545.176035,181545.176035,184244.989957,186942.900000,186942.900000,186942.900000,0.033782,2.303183,3.539117,2.303196,3.691523,13.095518,1200.000000,None,4,8549,366,0
8,184552.465987,184552.465987,184552.465987,188170.380234,188170.380234,190305.800000,189856.000000,0.036123,0.895339,2.304643,0.895359,3.104235,3.529624,1200.000000,None,4,729,2,0
9,183033.606186,183033.606186,183033.606186,185482.542605,185482.542605,186759.100000,186759.100000,0.033957,1.610402,2.848405,1.610416,1.610416,2.856940,1200.000000,None,4,457,0,0
10,179034.019243,179034.019243,179034.019243,184146.463930,186839.400000,188737.300000,186839.400000,0.032214,1.123427,3.612041,1.123439,11.120135,37.242263,1200.000000,None,4,33610,1192,0
