instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699003,186812.699003,188182.000000,188182.000000,29.127118,32.582188,34.847383,32.582064,32.582009,34.856055,1200.000000,New,64,1052,0,112
1,129248.735776,131197.137900,130965.411519,133370.784771,135303.550000,135313.550000,135303.550000,100.106202,101.851795,102.650025,101.851800,105.389850,107.742672,1200.000000,Old,64,2511,76,112
2,76066.774450,79557.237518,78644.627218,103785.888989,103785.888989,105382.850000,104582.850000,107.311469,107.945864,109.814034,107.945849,111.409117,111.422671,1200.000000,Old,64,1197,8,112
3,105708.295533,108492.067926,107497.938299,114509.193576,117917.016667,117917.016667,117917.016667,111.533632,113.625694,116.186878,113.625706,116.286863,120.791628,1200.000000,Old,64,3247,84,112
4,69979.117849,70464.011697,70464.011697,101101.869828,106760.744444,109886.811111,106760.744444,53.046072,54.166981,57.569621,54.166995,94.349653,101.424053,1200.000000,Old,64,25133,1500,112
5,29138.989795,30250.238283,30198.881570,32204.511689,33460.616667,33860.616667,33460.616667,26.932676,27.431337,27.591817,27.431350,29.072523,29.177201,1200.000000,Old,64,948,26,112
6,120887.045617,123278.355371,122545.583555,130136.367399,130136.367399,130434.550000,130434.550000,34.040274,36.231751,37.702037,36.231766,36.231747,37.710656,1200.000000,Old,64,619,0,112
7,42134.783932,42875.398750,42453.816636,56974.800968,56974.800968,57465.266667,57465.266667,14.491265,15.682078,15.875423,15.682091,15.682090,15.879197,1200.000000,Old,64,51,0,112
8,33738.308571,34829.014183,34774.059571,39162.052952,44342.181944,44347.619444,44342.181944,14.311305,15.081224,15.611914,15.081238,17.791759,22.425480,1200.000000,Old,64,4609,140,112
9,110599.068401,112478.843283,111716.986930,116500.558010,119747.850000,119747.850000,119747.850000,98.766303,100.606845,101.447966,100.606858,101.552235,111.059448,1200.000000,Old,64,4889,230,112
10,90849.832697,92744.796409,91242.301302,95984.277757,99168.400000,102910.500000,99168.400000,8.798239,9.665367,10.023969,9.665381,13.363412,13.569510,1200.000000,Old,64,2909,164,112
