instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10573.334266,10550.536062,10550.536062,11046.580646,12912.475382,12014.892379,1.933923,2.976113,3.016403,2.976124,532.991653,1212.626065,1200.000000,New,4,906272,142122,5
1,9585.022018,9593.572542,9585.022018,9585.022018,10119.070418,12310.441563,10832.907478,0.060513,0.449903,0.466994,0.449915,211.130635,1202.868823,1200.000000,Farkas,4,1600452,249205,5
2,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.064867,0.093734,0.097138,0.093742,0.093741,0.097128,1200.000000,Farkas,4,0,0,5
3,0.000232,0.000232,0.000232,0.000232,0.000240,0.000240,0.000240,0.090960,0.418922,0.422311,0.418933,0.418931,0.422302,1200.000000,Farkas,4,0,0,5
4,10483.513741,10576.921629,10557.235346,10557.235346,11096.764274,12916.099984,11876.694361,0.060084,1.051088,1.089745,1.051093,640.641052,1201.985823,1200.000000,Farkas,4,943074,151179,5
5,10589.299920,10589.299920,10589.299920,10589.299920,11097.066998,12434.177453,11719.464045,0.066522,1.989161,2.005978,1.989171,217.368292,1203.020306,1200.000000,Farkas,4,1585522,259623,5
6,0.000240,0.000226,0.000240,0.000240,0.000250,0.000250,0.000250,0.068855,0.131710,0.135195,0.131721,0.131719,0.135186,1200.000000,Farkas,4,0,0,5
7,0.000223,0.000223,0.000223,0.000223,0.000240,0.000240,0.000240,0.067307,0.229841,0.231766,0.229854,0.229853,0.231760,1200.000000,Farkas,4,0,0,5
8,0.000224,0.000224,0.000224,0.000224,0.000240,0.000240,0.000240,0.070648,0.128647,0.130519,0.128658,0.128656,0.130512,1200.000000,Farkas,4,0,0,5
9,4235.907337,4342.065902,4235.907337,4235.907337,5108.259962,8099.210721,5888.962336,0.063866,1.054859,1.071079,1.054872,267.305902,1202.974293,1200.000000,Farkas,4,1548889,239549,5
