instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,-100.000000,-83.000000,-99.000000,-81.077829,-58.565041,-47.000000,-56.000000,29.911039,30.373223,39.018402,30.373243,39.189465,1210.097837,1200.000000,New,16,446035,38437,82
1,-100.000000,-89.000000,-98.000000,-81.572152,-58.663091,-47.000000,-57.000000,13.335995,13.921093,23.554049,13.921104,23.755639,1210.302637,1200.000000,Old,16,487362,39093,82
2,-100.000000,-100.000000,-100.000000,-82.738822,-58.653724,-47.000000,-57.000000,12.892098,13.492224,22.647503,13.492241,22.852755,1209.241940,1200.000000,Old,16,464836,39861,82
3,-100.000000,-95.000000,-98.964273,-82.262430,-58.698616,-47.000000,-56.000000,12.098323,12.624157,21.458948,12.624172,22.709038,1210.502491,1200.000000,Old,16,445876,38998,82
4,-100.000000,-83.000000,-99.000000,-82.258624,-58.716488,-31.000000,-56.000000,12.367409,13.541592,22.812112,13.541608,22.993464,1203.628570,1200.000000,Old,16,460254,40344,82
