instanceIndex,primalBounds,dualBounds,times
0,12912.475382,10482.795280,1.094806
0,12912.475382,10482.795280,2.530769
0,12912.475382,10482.795280,3.981203
0,12912.475382,10482.795280,5.311848
0,12912.475382,10482.795280,6.648629
0,12912.475382,10482.795280,7.791458
0,12912.475382,10482.795280,8.723640
0,12912.475382,10482.795280,9.600987
0,12912.475382,10482.795280,10.462131
0,12912.475382,10482.795280,11.375793
0,12912.475382,10482.795280,12.234222
0,12912.475382,10482.795280,13.119350
0,12912.475382,10482.795280,13.985946
0,12912.475382,10482.795280,14.835976
0,12912.475382,10482.795280,15.671885
0,12912.475382,10482.795280,16.551187
0,12912.475382,10482.795280,17.394692
0,12912.475382,10482.795280,18.226188
0,12912.475382,10482.795280,18.979515
0,12912.475382,10482.795280,19.806726
0,12912.475382,10482.795280,20.616930
0,12912.475382,10482.795280,21.474436
0,12912.475382,10482.795280,22.406106
0,12912.475382,10482.795280,23.324313
0,12912.475382,10482.795280,24.172363
0,12912.475382,10482.795280,25.036869
0,12912.475382,10482.795280,25.928067
0,12912.475382,10482.795280,26.733914
0,12912.475382,10482.795280,27.625023
0,12912.475382,10482.795280,28.552050
0,12912.475382,10482.795280,29.413558
0,12912.475382,10482.795280,30.331568
0,12912.475382,10482.795280,31.181980
0,12912.475382,10482.795280,32.034469
0,12912.475382,10482.795280,32.915583
0,12912.475382,10482.795280,33.769538
0,12912.475382,10482.795280,34.564313
0,12912.475382,10482.795280,35.392872
0,12912.475382,10482.795280,36.214574
0,12912.475382,10482.795280,37.023864
0,12912.475382,10482.795280,37.876651
0,12912.475382,10482.795280,38.715476
0,12912.475382,10482.795280,39.557087
0,12912.475382,10482.795280,40.406670
0,12912.475382,10482.795280,41.218539
0,12912.475382,10482.795280,41.990158
0,12912.475382,10482.795280,42.840085
0,12912.475382,10482.795280,43.668459
0,12912.475382,10482.795280,44.819278
0,12912.475382,10702.997689,46.250077
0,12912.475382,10722.930594,47.669914
0,12912.475382,10740.769159,49.096001
0,12912.475382,10762.117583,50.546926
0,12912.475382,10771.963145,51.978006
0,12912.475382,10786.408837,53.392897
0,12912.475382,10793.230881,54.827370
0,12912.475382,10804.743827,56.284318
0,12912.475382,10806.900592,57.283167
0,12912.475382,10806.900592,58.179540
0,12912.475382,10806.900592,58.995517
0,12912.475382,10806.900592,59.779456
0,12912.475382,10806.900592,60.816459
0,12912.475382,10815.219424,62.271577
0,12912.475382,10818.915055,63.706962
0,12912.475382,10822.406895,65.145734
0,12912.475382,10828.483796,66.575069
0,12912.475382,10831.723135,67.997516
0,12912.475382,10836.685239,69.443254
0,12912.475382,10839.323553,70.893900
0,12912.475382,10844.632122,72.342655
0,12912.475382,10847.673246,73.785897
0,12912.475382,10851.774880,75.220753
0,12912.475382,10853.916624,76.651999
0,12912.475382,10855.967551,78.102000
0,12912.475382,10859.271621,79.333259
0,12912.475382,10859.271621,80.113361
0,12912.475382,10859.271621,80.898214
0,12912.475382,10859.271621,81.621597
0,12663.168465,10859.271621,82.982355
0,12663.168465,10861.542848,84.435249
0,12663.168465,10863.584482,85.875109
0,12663.168465,10867.481153,87.296617
0,12663.168465,10869.137979,88.733350
0,12663.168465,10870.642792,90.175592
0,12663.168465,10873.830879,91.616897
0,12663.168465,10875.478103,93.050256
0,12663.168465,10878.669384,94.475057
0,12663.168465,10879.934496,95.913960
0,12663.168465,10882.952208,97.352110
0,12663.168465,10884.769491,98.793263
0,12663.168465,10887.365832,100.252304
0,12663.168465,10888.547078,101.645349
0,12663.168465,10888.782951,102.549892
0,12663.168465,10888.782951,103.429623
0,12663.168465,10888.782951,104.254538
0,12663.168465,10888.782951,105.147342
0,12663.168465,10889.877519,106.470097
0,12663.168465,10891.212831,107.904569
0,12663.168465,10893.823731,109.350351
0,12663.168465,10895.315622,110.796625
0,12663.168465,10896.453428,112.223822
0,12663.168465,10898.935381,113.665566
0,12663.168465,10899.904537,115.094266
0,12663.168465,10901.994124,116.541534
0,12663.168465,10903.120192,117.975799
0,12663.168465,10905.195819,119.415522
0,12663.168465,10906.148240,120.875522
0,12663.168465,10908.134747,122.298152
0,12663.168465,10909.028352,123.736506
0,12663.168465,10909.843895,124.768944
0,12663.168465,10909.843895,125.620244
0,12663.168465,10909.843895,126.430418
0,12663.168465,10909.843895,127.318036
0,12663.168465,10910.315032,128.428908
0,12663.168465,10911.340640,129.873250
0,12663.168465,10913.140793,131.310195
0,12663.168465,10914.084680,132.758831
0,12663.168465,10915.097424,134.196415
0,12663.168465,10916.994556,135.614244
0,12663.168465,10917.857587,137.035228
0,12663.168465,10919.701741,138.474000
0,12663.168465,10920.523404,139.919185
0,12663.168465,10922.061352,141.359863
0,12663.168465,10922.882449,142.801040
0,12663.168465,10923.760543,144.226109
0,12663.168465,10925.612937,145.669226
0,12663.168465,10926.444448,146.867007
0,12663.168465,10926.549925,147.732204
0,12663.168465,10926.549925,148.570489
0,12663.168465,10926.549925,149.274332
0,12663.168465,10926.549925,150.057841
0,12663.168465,10927.680027,151.497134
0,12663.168465,10928.475607,152.926868
0,12663.168465,10929.893761,154.380836
0,12663.168465,10930.765187,155.815499
0,12663.168465,10931.454787,157.258027
0,12663.168465,10932.827310,158.693442
0,12663.168465,10933.452876,160.116986
0,12663.168465,10934.788315,161.570914
0,12663.168465,10935.482950,163.005685
0,12663.168465,10936.806712,164.476355
0,12663.168465,10937.550155,165.923447
0,12663.168465,10938.220590,167.362158
0,12663.168465,10939.534282,168.742291
0,12663.168465,10939.682080,169.561448
0,12349.448580,10939.682080,170.636029
0,12349.448580,10939.682080,172.054090
0,12349.448580,10939.682080,173.347892
0,12349.448580,10940.290315,174.779267
0,12349.448580,10940.858994,176.213526
0,12349.448580,10942.212698,177.640921
0,12349.448580,10942.783475,179.085288
0,12349.448580,10944.026863,180.539401
0,12349.448580,10944.712602,181.961704
0,12349.448580,10945.378767,183.403426
0,12349.448580,10946.633256,184.834401
0,12349.448580,10947.142454,186.150558
0,12349.448580,10947.536081,186.773274
0,12349.448580,10947.536081,187.488437
