instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,25.881188,25.708479,26.658486,34.000000,34.000000,34.000000,1.707809,2.040672,2.363160,2.040495,2.367675,3.212259,1200.000000,New,16,2564,244,16
1,20.570922,25.881188,25.708479,26.712189,34.000000,34.000000,34.000000,0.063435,0.394343,0.729510,0.394348,0.734849,1.395416,1200.000000,Farkas,16,2045,142,16
2,20.570922,25.881188,25.340825,26.658765,34.000000,34.000000,34.000000,0.059894,0.390542,0.745938,0.390549,0.753371,1.314131,1200.000000,Farkas,16,1801,98,16
3,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.059023,0.390007,0.652555,0.390020,0.658321,1.327709,1200.000000,Farkas,16,1817,138,16
4,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.060212,0.391454,0.653484,0.391468,0.659150,1.310222,1200.000000,Farkas,16,1808,138,16
5,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.058134,0.389890,0.651759,0.389903,0.657401,1.309236,1200.000000,Farkas,16,1815,138,16
6,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.061026,0.391822,0.653778,0.391833,0.659415,1.311817,1200.000000,Farkas,16,1817,138,16
7,20.570922,25.881188,25.708479,26.688867,34.000000,34.000000,34.000000,0.060567,0.377121,0.719005,0.377132,0.724616,1.471290,1200.000000,Farkas,16,2333,216,16
8,20.506657,25.881188,25.449505,26.231203,34.000000,34.000000,34.000000,0.060048,0.405288,0.768963,0.405300,0.774144,1.233816,1200.000000,Farkas,16,1711,106,16
9,20.570922,25.881188,25.708479,26.718450,34.000000,34.000000,34.000000,0.060875,0.391577,0.728431,0.391589,0.733436,1.443675,1200.000000,Farkas,16,2072,152,16
10,20.570922,25.881188,25.708479,26.409860,34.000000,34.000000,34.000000,0.060172,0.390943,0.750200,0.390956,0.757505,1.396580,1200.000000,Farkas,16,2082,168,16
