instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,184727.732157,184345.962550,186683.154128,186683.154128,188182.000000,188182.000000,5.669605,9.122654,10.143547,9.122514,9.122455,10.153164,1200.000000,New,4,459,0,5
1,184120.355247,184844.398339,184507.526096,186756.253891,186756.253891,188500.600000,188500.600000,1.045796,4.000700,5.034601,4.000707,4.000702,5.042879,1200.000000,Old,4,421,0,5
2,183975.692175,184725.270268,184673.013198,186945.927777,186945.927777,188242.100000,188242.100000,1.452644,3.971426,6.138155,3.971436,3.971434,6.150744,1200.000000,Old,4,731,0,5
3,183964.132000,184716.324465,184334.554857,186886.666461,186886.666461,188183.000000,188183.000000,1.054812,4.846077,6.664626,4.846093,4.846091,6.673581,1200.000000,Old,4,835,0,5
4,184744.565200,185482.025295,185482.025295,186833.024923,189215.300000,189215.300000,189215.300000,1.431458,4.891247,5.366912,4.891258,5.495101,14.152993,1200.000000,Old,4,8851,392,5
5,180998.836679,181760.172268,181382.076490,184205.559450,184205.559450,185398.100000,185398.100000,1.594137,3.709082,7.394256,3.709097,3.709096,7.408629,1200.000000,Old,4,1420,0,5
6,183151.888410,183896.654249,183896.654249,185757.236925,185757.236925,187571.500000,187571.500000,1.593162,3.764703,5.054604,3.764717,3.764716,5.064212,1200.000000,Old,4,447,0,5
7,183247.027318,183990.091366,183609.654535,186181.637561,186181.637561,187605.000000,187605.000000,1.261778,4.212511,5.519316,4.212523,4.212520,5.526832,1200.000000,Old,4,640,0,5
8,183706.760304,184463.866095,184369.919004,187135.706969,187135.706969,188077.200000,188077.200000,1.596958,4.940936,7.029695,4.940949,4.940947,7.042294,1200.000000,Old,4,988,0,5
9,183991.249556,184713.394459,184713.394459,187377.259837,187377.259837,188368.100000,188368.100000,1.209156,4.483816,9.181108,4.483832,4.483830,9.193313,1200.000000,Old,4,1904,0,5
10,183465.011815,184195.889411,183833.072413,186713.066773,186713.066773,187948.200000,187948.200000,1.515294,3.382782,4.533106,3.382791,3.382789,4.541055,1200.000000,Old,4,571,0,5
