lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
94.216250,95.675000,94.644072,102.740343,105.159189,115.000000,111.000000,1.414188,1.895360,3.067466,1.895314,3.120047,302.908856,300.000000,New,4,168606,18258,4
94.216250,95.675000,94.644072,102.919419,105.398110,115.000000,108.000000,0.675671,1.133854,3.305013,1.133857,245.863521,302.920161,300.000000,Old,4,154203,16050,4
94.216250,95.675000,94.644072,102.076842,104.295594,114.000000,111.000000,0.700132,1.221951,2.842939,1.221954,24.583303,302.887994,300.000000,Old,4,133812,16301,4
94.216250,95.675000,94.644073,101.320513,103.708454,112.000000,109.000000,0.677465,1.715727,3.356299,1.715734,3.429345,302.785301,300.000000,Old,4,164770,18292,4
95.603788,96.670313,96.091536,104.281579,106.732766,112.000000,108.000000,0.659531,1.896495,3.898203,1.896507,8.125483,302.067719,300.000000,Old,4,188911,16869,4
94.216250,95.675000,94.644072,103.156337,105.674180,115.000000,107.000000,0.666825,1.173882,3.010642,1.173886,192.987766,302.033901,300.000000,Old,4,177073,18652,4
93.250000,94.758750,93.771554,100.359705,103.594792,110.000000,107.000000,0.614996,1.137170,2.115787,1.137175,183.486142,302.947389,300.000000,Old,4,165350,18768,4
94.780000,96.238750,95.209075,103.063569,104.895621,117.000000,110.000000,0.699622,2.008408,3.952210,2.008415,7.323822,301.316223,300.000000,Old,4,182798,16929,4
94.658750,96.125000,95.156638,102.774822,105.255477,115.000000,109.000000,0.649355,1.198872,2.382428,1.198876,88.072362,303.168695,300.000000,Old,4,147654,16716,4
95.192917,96.651667,95.646317,103.960504,107.000000,113.000000,107.000000,0.626950,1.159634,3.087449,1.159639,10.265912,211.546027,300.000000,Old,4,145332,13593,4
95.065000,96.523750,95.492822,102.107753,105.199239,117.000000,110.000000,0.637471,1.199257,2.316199,1.199263,2.362911,302.817977,300.000000,Old,4,162939,15771,4
