lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
8877.000000,8894.285714,8894.285714,9962.000000,11059.190476,17928.000000,14641.000000,2.829800,4.691746,5.437536,4.691660,273.312866,300.372389,300.000000,New,4,196401,19143,4
8932.928571,8950.214286,8950.214286,10488.000000,11332.607143,100000000000000007629769841091887003294964970946560.000000,14394.000000,0.063412,0.775886,2.013621,2.577160,10.156709,300.446004,300.000000,Farkas,4,221071,22658,4
8877.000000,8894.285714,8894.285714,9962.000000,11311.000000,20236.000000,11311.000000,0.059778,0.600189,1.345882,0.600198,6.439961,103.323881,300.000000,Farkas,4,101192,8206,4
8877.000000,8894.285714,8894.285714,9962.000000,11201.714286,100000000000000007629769841091887003294964970946560.000000,14494.000000,0.063893,0.345619,1.088016,1.865412,293.135745,300.433458,300.000000,Farkas,4,211635,21586,4
8877.000000,8894.285714,8894.285714,9962.000000,11148.857143,17928.000000,14535.000000,0.061761,1.940088,2.699391,1.940091,171.459951,300.397716,300.000000,Farkas,4,200842,20721,4
8877.000000,8894.285714,8894.285714,9962.000000,11123.142857,20236.000000,14452.000000,0.059942,0.740315,1.491295,0.740321,246.215418,300.380087,300.000000,Farkas,4,203532,20422,4
8877.000000,8894.285714,8894.285714,9962.000000,11149.666667,17928.000000,14535.000000,0.059355,1.920112,2.679648,1.920122,171.364369,300.390076,300.000000,Farkas,4,200896,20726,4
8877.000000,8894.285714,8894.285714,9962.000000,11149.214286,18289.000000,14838.000000,0.057585,1.109266,1.871047,1.109271,247.471199,300.305541,300.000000,Farkas,4,213829,20001,4
8877.000000,8894.285714,8894.285714,9962.000000,11112.428571,20236.000000,14393.000000,0.058876,0.697477,1.446419,0.697490,176.002552,300.305072,300.000000,Farkas,4,194804,20659,4
8877.000000,8894.285714,8894.285714,9962.000000,11060.714286,16265.000000,14417.000000,0.059077,2.074979,2.824029,2.074982,188.548783,300.372585,300.000000,Farkas,4,204607,19905,4
8877.000000,8908.071429,8902.782092,10148.000000,11213.821427,100000000000000007629769841091887003294964970946560.000000,14433.000000,0.063897,0.367605,2.173557,2.780231,232.605511,300.418892,300.000000,Farkas,4,208949,21776,4
