instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10573.334266,10550.536062,10550.536062,11046.837030,12912.475382,12014.892379,3.016349,4.058142,4.098197,4.058012,531.614772,1211.948421,1200.000000,New,4,910633,142805,5
1,9585.022018,9593.572542,9593.572542,9593.572542,10073.736125,12310.441563,10832.907478,0.359913,0.737876,0.772903,0.737886,265.995319,1202.010870,1200.000000,Old,4,1113204,174842,5
2,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.449762,0.478760,0.482195,0.478767,0.478766,0.482187,1200.000000,Old,4,0,0,5
3,0.000232,0.000232,0.000232,0.000232,0.000240,0.000240,0.000240,0.400006,0.723201,0.726604,0.723214,0.723214,0.726598,1200.000000,Old,4,0,0,5
4,10483.513741,10576.921629,10564.687429,10564.687429,11091.926959,12916.099984,11876.694361,0.471415,1.449461,1.496671,1.449475,843.353220,1201.789613,1200.000000,Old,4,937000,149846,5
5,10589.299920,10589.299920,10589.299920,10589.299920,11097.066998,12434.177453,11719.464045,0.110453,2.011909,2.028621,2.011918,217.941547,1202.835614,1200.000000,Old,4,1585363,259597,5
6,0.000240,0.000226,0.000240,0.000240,0.000250,0.000250,0.000250,0.153913,0.212247,0.215739,0.212257,0.212257,0.215734,1200.000000,Old,4,0,0,5
7,0.000223,0.000223,0.000223,0.000223,0.000240,0.000240,0.000240,0.143744,0.310738,0.312664,0.310752,0.310752,0.312658,1200.000000,Old,4,0,0,5
8,0.000224,0.000224,0.000224,0.000224,0.000240,0.000240,0.000240,0.415462,0.473502,0.475346,0.473508,0.473503,0.475327,1200.000000,Old,4,0,0,5
9,4235.907337,4342.065902,4318.487781,4318.487781,5096.140196,8099.210721,5888.962336,0.444028,1.432810,1.473437,1.432820,24.331764,1202.181904,1200.000000,Old,4,1065131,167980,5
10,4740.965818,4740.965818,4740.965818,4740.965818,5260.634402,6688.856269,6013.815815,0.092184,1.064226,1.079953,1.064230,274.963292,1202.473919,1200.000000,Old,4,1512436,236495,5
