instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.031426,1.694849,2.035671,1.694727,2.041159,2.636853,1200.000000,None,64,2021,186,0
1,20.221439,20.221439,20.221439,24.970089,34.000000,34.000000,34.000000,0.002910,0.228078,0.545649,0.228085,0.551839,1.202995,1200.000000,None,64,2022,202,0
2,20.642129,20.642129,20.642129,25.404617,34.000000,34.000000,34.000000,0.003150,0.323919,0.633474,0.323927,0.639722,1.179454,1200.000000,None,64,1841,182,0
3,20.284541,20.284541,20.284541,25.514408,34.000000,34.000000,34.000000,0.001756,0.215606,0.578165,0.215617,0.585289,0.983766,1200.000000,None,64,1687,116,0
4,20.482799,20.482799,20.482799,25.149106,30.000000,30.000000,30.000000,0.001799,0.140308,0.487742,0.140322,0.493926,0.631401,1200.000000,None,64,865,16,0
5,20.813863,20.813863,20.813863,25.646617,34.000000,34.000000,34.000000,0.002302,0.426093,0.773284,0.426105,0.778315,1.316694,1200.000000,None,64,1841,144,0
6,21.254888,21.254888,21.254888,25.049505,34.000000,34.000000,34.000000,0.002493,0.234533,0.557748,0.234544,0.566882,1.038797,1200.000000,None,64,1591,94,0
7,20.416838,20.416838,20.416838,24.663415,34.000000,34.000000,34.000000,0.002431,0.459493,0.795407,0.459504,0.802171,1.404434,1200.000000,None,64,2068,190,0
8,20.393582,20.393582,20.393582,25.116143,34.000000,34.000000,34.000000,0.002439,0.160166,0.503363,0.160175,0.510152,1.016809,1200.000000,None,64,1794,148,0
9,20.326263,20.326263,20.326263,24.999952,34.000000,34.000000,34.000000,0.002106,0.180333,0.532266,0.180346,0.537835,1.067452,1200.000000,None,64,1847,136,0
10,20.938097,20.938097,20.938097,25.625759,31.000000,31.000000,31.000000,0.001761,0.087991,0.449106,0.088003,0.456225,0.611201,1200.000000,None,64,1054,22,0
