instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,3.854593,4.186754,4.358768,4.186642,4.366293,5.286461,1200.000000,New,64,2307,206,69
1,20.570922,30.168224,29.852677,30.126382,34.000000,34.000000,34.000000,0.262734,0.593981,0.765918,0.593992,0.773615,1.693515,1200.000000,Farkas,64,2309,206,69
2,20.570922,30.168224,28.405787,29.651663,34.000000,34.000000,34.000000,0.263856,0.595266,0.965668,0.595277,0.974407,1.853193,1200.000000,Farkas,64,2889,238,69
3,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,0.263173,0.594442,0.766068,0.594454,0.773836,1.716425,1200.000000,Farkas,64,2307,206,69
4,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,0.263079,0.593876,0.765477,0.593891,0.773247,1.740955,1200.000000,Farkas,64,2385,216,69
5,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,0.262883,0.594120,0.765709,0.594133,0.773491,1.716217,1200.000000,Farkas,64,2307,206,69
6,20.570922,30.168224,29.895511,30.125712,34.000000,34.000000,34.000000,0.262261,0.593885,0.825422,0.593901,0.834518,1.839852,1200.000000,Farkas,64,2842,256,69
7,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,0.263225,0.579759,0.751078,0.579772,0.758851,1.781466,1200.000000,Farkas,64,2699,238,69
8,20.506657,30.168224,27.660312,28.978678,34.000000,34.000000,34.000000,0.262839,0.608056,0.940099,0.608068,0.945394,1.766381,1200.000000,Farkas,64,2322,190,69
9,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,0.263350,0.594383,0.765805,0.594395,0.773530,1.712220,1200.000000,Farkas,64,2354,206,69
10,20.570922,30.168224,27.083844,29.090982,34.000000,34.000000,34.000000,0.265767,0.597037,0.893170,0.597050,0.900917,1.552148,1200.000000,Farkas,64,1921,148,69
