instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.466002,4.376738,5.148572,4.376603,4.376543,5.153999,1200.000000,None,64,488,0,0
1,184120.355247,184120.355247,184120.355247,186779.884371,186779.884371,188500.600000,188500.600000,0.037365,2.989938,6.520896,2.989941,2.989936,6.529301,1200.000000,None,64,1399,0,0
2,183975.692175,183975.692175,183975.692175,187034.271508,187034.271508,188242.100000,188242.100000,0.035686,2.545104,3.498270,2.545108,2.545102,3.504475,1200.000000,None,64,568,0,0
3,183964.132000,183964.132000,183964.132000,186965.779428,186965.779428,188183.000000,188183.000000,0.037443,3.826330,5.498277,3.826336,3.826331,5.506298,1200.000000,None,64,919,0,0
4,184744.565200,184744.565200,184744.565200,187442.897000,187442.897000,189215.300000,189215.300000,0.038345,3.504429,4.353398,3.504435,3.504430,4.361048,1200.000000,None,64,474,0,0
5,180998.836679,180998.836679,180998.836679,184188.142473,184188.142473,185398.100000,185398.100000,0.035582,2.142715,3.957657,2.142722,2.142717,3.966057,1200.000000,None,64,817,0,0
6,183151.888410,183151.888410,183151.888410,185468.407786,185722.013685,187571.500000,187571.500000,0.035113,2.193252,3.605413,2.193258,3.774192,8.963674,1200.000000,None,64,3974,157,0
7,183247.027318,183247.027318,183247.027318,186365.873927,186365.873927,187605.000000,187605.000000,0.035793,2.979660,4.319991,2.979666,2.979660,4.327227,1200.000000,None,64,643,0,0
8,183706.760304,183706.760304,183706.760304,186676.106512,186676.106512,188077.200000,188077.200000,0.035263,3.371776,3.905247,3.371782,3.371777,3.910912,1200.000000,None,64,313,0,0
9,183991.249556,183991.249556,183991.249556,187105.455174,187105.455174,188368.100000,188368.100000,0.032001,3.306260,4.688437,3.306274,3.306274,4.696150,1200.000000,None,64,800,0,0
10,183465.011815,183465.011815,183465.011815,186938.500660,186938.500660,187948.200000,187948.200000,0.030716,1.887051,6.482738,1.887066,1.887066,6.499741,1200.000000,None,64,1932,0,0
