instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,25.881188,25.708479,26.658486,34.000000,34.000000,34.000000,1.972103,2.305416,2.629935,2.305303,2.634553,3.478670,1200.000000,New,16,2564,244,16
1,20.376648,25.148515,24.978968,26.196564,31.000000,31.000000,31.000000,0.054611,0.141646,0.546133,0.141661,0.554187,0.905366,1200.000000,Farkas,16,1445,72,16
2,19.679410,24.227723,24.010208,24.912496,33.000000,34.000000,33.000000,0.058331,0.404602,0.646164,0.404616,0.967724,1.259833,1200.000000,Farkas,16,1832,154,16
3,21.458054,27.327025,25.468309,26.661079,34.000000,34.000000,34.000000,0.058904,0.254972,0.625417,0.254986,0.629451,1.241851,1200.000000,Farkas,16,2042,154,16
4,20.873985,26.613861,24.953375,26.224535,30.000000,30.000000,30.000000,0.060184,0.274558,0.665267,0.274570,0.670307,0.788176,1200.000000,Farkas,16,875,18,16
5,22.005354,27.313938,25.324265,26.730219,30.000000,30.000000,30.000000,0.060236,0.190298,0.498411,0.190310,0.503151,0.635650,1200.000000,Farkas,16,781,18,16
6,20.797545,26.910891,25.221975,26.614189,34.000000,34.000000,34.000000,0.060553,0.261808,0.634921,0.261823,0.642052,1.294262,1200.000000,Farkas,16,2173,162,16
7,20.015650,24.415842,24.384052,25.655378,33.000000,33.000000,33.000000,0.059865,0.364984,0.705756,0.364998,0.710820,1.250585,1200.000000,Farkas,16,1785,126,16
8,20.035259,24.712871,24.069001,25.400403,30.000000,30.000000,30.000000,0.058244,0.290780,0.716846,0.290792,0.724527,1.008425,1200.000000,Farkas,16,1298,46,16
9,20.375376,25.742574,24.538563,25.695507,31.000000,31.000000,31.000000,0.057891,0.147638,0.603977,0.147652,0.609550,0.906231,1200.000000,Farkas,16,1390,60,16
10,22.437676,27.987098,26.551076,27.701371,34.000000,34.000000,34.000000,0.057724,0.221462,0.660685,0.221473,0.665796,1.161160,1200.000000,Farkas,16,1770,106,16
