instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,8877.000000,8877.000000,8877.000000,9962.000000,11617.428571,17928.000000,14393.000000,0.009796,1.864593,2.138430,1.864599,561.137463,1202.124807,1200.000000,None,64,976062,127064,0
1,8880.428571,8880.428571,8880.428571,10488.000000,11919.809524,100000000000000007629769841091887003294964970946560.000000,14429.000000,0.007098,0.315386,1.259302,1.775111,607.084622,1201.877640,1200.000000,None,64,1081031,115165,0
2,8739.571429,8739.571429,8739.571429,9341.000000,11282.571429,17429.000000,11389.000000,0.006189,0.776943,1.007733,0.776957,103.487313,141.715338,1200.000000,None,64,165401,16885,0
3,8840.953668,8840.953668,8840.953668,10488.000000,12368.285714,21779.000000,12492.000000,0.007147,0.366612,0.672238,0.366623,996.741900,1068.529614,1200.000000,None,64,1168437,126463,0
4,9253.428571,9253.428571,9253.428571,13092.994852,13326.000000,15728.000000,13326.000000,0.006106,0.504490,1.008968,0.504506,33.952120,37.702260,1200.000000,None,64,42763,4237,0
5,8858.500000,8858.500000,8858.500000,10681.000000,11455.507937,27886.000000,11570.000000,0.007562,0.343805,1.016310,0.343818,159.085309,167.854184,1200.000000,None,64,187497,19104,0
6,8893.915584,8893.915584,8893.915584,9962.000000,11188.000000,29313.000000,11188.000000,0.007668,0.671731,0.921140,0.671737,24.006109,47.424121,1200.000000,None,64,61225,5082,0
7,8878.142857,8878.142857,8878.142857,10241.000000,10899.709821,100000000000000007629769841091887003294964970946560.000000,10926.000000,0.006631,0.410515,0.999941,1.615196,103.756534,104.718293,1200.000000,None,64,134439,10886,0
8,8638.942857,8638.942857,8638.942857,8917.000000,12026.014286,100000000000000007629769841091887003294964970946560.000000,12145.000000,0.010610,0.737650,0.924248,1.525506,448.873833,529.433791,1200.000000,None,64,616381,66504,0
9,8870.714286,8870.714286,8870.714286,10646.636939,11856.285714,100000000000000007629769841091887003294964970946560.000000,14393.000000,0.007332,0.229195,1.274090,2.147392,470.973243,1202.003048,1200.000000,None,64,1000207,121814,0
10,8767.190476,8767.190476,8767.190476,10264.000000,11811.928571,100000000000000007629769841091887003294964970946560.000000,11929.000000,0.005038,0.297236,0.817016,1.616495,311.797252,425.157863,1200.000000,None,64,458056,47500,0
