instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,184727.732157,184345.962550,186683.154128,186683.154128,188182.000000,188182.000000,5.195319,8.650756,9.672789,8.650629,8.650567,9.682419,1200.000000,New,4,459,0,5
1,171808.333723,172557.142389,172145.600821,174790.374961,174790.374961,176387.600000,176387.600000,8.044942,9.880366,12.123679,9.880373,9.880368,12.133965,1200.000000,New,4,853,0,11
2,176002.325324,177406.398108,176147.575457,179574.846765,179574.846765,182386.300000,180862.100000,2.399846,2.976017,4.917199,2.976030,6.331395,6.336672,1200.000000,New,4,1358,22,6
3,175915.053238,176724.358015,176723.011105,179758.254420,179758.254420,180490.100000,180490.100000,6.442515,8.003016,9.085845,8.003021,8.003016,9.093510,1200.000000,New,4,432,0,11
4,183814.902961,184614.580434,184156.231504,187608.142189,187608.142189,188618.300000,188618.300000,10.431356,13.320524,16.681878,13.320539,13.320538,16.692261,1200.000000,New,4,1456,0,8
5,182126.739103,182842.832815,182770.256953,185011.471643,185011.471643,187055.800000,186743.900000,9.317665,10.139405,12.901163,10.139416,13.696795,13.842949,1200.000000,New,4,1354,3,5
6,180485.006909,181315.637814,181101.371677,183646.073999,183646.073999,185327.400000,185327.400000,16.222163,18.149402,19.435053,18.149413,18.149411,19.444176,1200.000000,New,4,377,0,6
7,181545.176035,182392.621119,181944.844389,184195.574698,185966.278441,186942.900000,186942.900000,12.902475,15.204942,15.934310,15.204953,16.024588,36.978560,1200.000000,New,4,17539,724,5
8,184552.465987,185939.942871,185038.634792,187997.339641,187997.339641,190305.800000,189326.200000,8.066192,8.941361,9.548299,8.941373,10.464827,10.608556,1200.000000,New,4,604,3,5
9,183033.606186,183780.203525,183777.298872,185753.540046,185753.540046,186759.100000,186759.100000,7.241140,8.830590,9.752304,8.830605,8.830605,9.762037,1200.000000,New,4,365,0,4
10,179034.019243,180116.817246,179539.729856,184519.995391,186839.400000,188737.300000,186839.400000,2.392827,3.484366,4.907920,3.484381,31.819412,60.740793,1200.000000,New,4,52765,2108,6
