instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,186459.009372,185508.311955,186706.270439,186706.270439,188182.000000,188182.000000,16.211571,19.655618,20.589172,19.655482,19.655425,20.597080,1200.000000,New,16,385,0,31
1,17835.080273,17836.279541,17835.080273,17835.080273,17835.080273,0.000000,17918.116667,3.248897,0.000000,3.557589,3.554894,3.554895,3.557584,1200.000000,Old,16,0,0,31
2,13074.507887,13074.507887,13074.507887,13074.507887,13469.730149,13469.730149,13469.730149,2.159993,2.761466,2.777725,2.761477,2.782997,2.789801,1200.000000,Old,16,14,2,31
3,12365.124259,12365.124259,12365.124259,12365.124259,12365.124259,0.000000,12365.124259,2.020754,0.000000,2.053081,2.050425,2.050424,2.053072,1200.000000,Old,16,0,0,31
4,33931.740821,34008.230976,34008.230976,36938.154648,36938.154648,37085.270833,37085.270833,10.552015,11.427010,11.615307,11.427025,11.427024,11.618966,1200.000000,Old,16,74,0,31
5,28192.355195,28359.331497,28359.331497,32929.287086,35940.205556,35940.205556,35940.205556,4.193538,5.517021,5.997246,5.517030,6.041396,6.723898,1200.000000,Old,16,768,6,31
6,33665.039847,34438.145295,34438.145295,34630.475000,34630.475000,34630.475000,34630.475000,3.800063,4.166438,4.197206,4.166448,4.166446,4.201070,1200.000000,Old,16,3,0,31
7,9462.757031,9462.757031,9462.757031,9462.757031,9462.757031,0.000000,9462.757031,1.736150,0.000000,1.768424,1.765761,1.765762,1.768419,1200.000000,Old,16,0,0,31
8,20867.893233,20890.723337,20890.723337,21092.989588,21092.989588,21233.441667,21233.441667,3.857729,4.301034,4.372808,4.301049,4.301049,4.376193,1200.000000,Old,16,28,0,31
9,31392.067288,31468.506968,31468.506968,32023.485378,32710.500000,32710.500000,32710.500000,5.041849,5.624830,5.693008,5.624845,5.702750,5.881650,1200.000000,Old,16,173,6,31
10,32899.588537,33847.911584,33786.175666,35124.149325,36579.197222,36579.197222,36579.197222,22.875250,23.542324,23.798233,23.542341,23.881082,24.927192,1200.000000,Old,16,1037,8,31
