lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
94.216250,95.675000,94.644072,102.740343,105.159991,115.000000,111.000000,1.467136,1.948779,3.118304,1.948682,3.170986,302.701197,300.000000,New,4,168749,18269,4
94.091250,95.550000,94.519073,101.525577,104.145353,115.000000,110.000000,1.330945,1.804592,3.747940,1.804597,4.171408,302.552352,300.000000,New,4,154353,18710,4
94.216250,95.675000,94.644072,102.785832,105.137361,115.000000,107.000000,1.254838,1.716810,3.521033,1.716813,3.627732,301.336233,300.000000,New,4,175373,15237,4
94.117500,95.576250,94.147500,101.221342,104.525748,114.000000,108.000000,2.764987,3.909620,5.886179,3.909623,49.372124,302.477652,300.000000,New,4,150920,18049,4
94.716250,96.100000,95.144892,103.181855,106.215961,113.000000,107.000000,1.875104,2.407089,4.508920,2.407092,180.156541,302.049040,300.000000,New,4,169697,20354,5
94.216250,95.675000,94.644073,101.287434,104.386384,114.000000,109.000000,1.241552,1.762363,3.239335,1.762368,280.100411,300.815845,300.000000,New,4,157512,18446,4
94.216250,95.675000,94.644072,102.740343,105.162955,115.000000,111.000000,1.255985,1.734008,2.903246,1.734012,2.955816,300.718053,300.000000,New,4,168841,18320,4
94.216250,95.675000,94.644072,102.717371,105.013740,115.000000,108.000000,1.250147,1.707328,2.745073,1.707332,298.841818,301.253670,300.000000,New,4,159683,17172,4
93.720000,95.175000,94.217038,100.318621,103.337597,111.000000,107.000000,1.293681,1.775476,3.363325,1.775482,9.503308,302.467530,300.000000,New,4,173210,18924,4
94.216250,95.675000,94.644073,101.528548,104.349642,115.000000,109.000000,1.277320,1.774918,3.903569,1.774928,8.891850,302.266169,300.000000,New,4,157823,18364,4
94.591250,96.050000,94.961358,101.382594,104.399188,116.000000,108.000000,1.265162,1.740140,3.772116,1.740150,191.081479,301.688152,300.000000,New,4,147057,18764,4
