instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.041216,3.500508,4.273205,3.500522,3.500521,4.278784,1200.000000,None,4,488,0,0
1,17835.080273,17835.080273,17835.080273,17835.080273,17835.080273,0.000000,17918.116667,0.024692,0.000000,0.342491,0.339745,0.339741,0.342472,1200.000000,None,4,0,0,0
2,13074.507887,13074.507887,13074.507887,13074.507887,13469.730149,13469.730149,13469.730149,0.021254,0.619195,0.635554,0.619197,0.640852,0.647699,1200.000000,None,4,14,2,0
3,12365.124259,12365.124259,12365.124259,12365.124259,12365.124259,0.000000,12365.124259,0.016665,0.000000,0.047859,0.045241,0.045242,0.047854,1200.000000,None,4,0,0,0
4,33931.740821,33931.740821,33931.740821,36938.156601,36938.156601,37085.270833,37085.270833,0.025104,0.887862,1.195815,0.887877,0.887875,1.198882,1200.000000,None,4,57,0,0
5,28192.355195,28192.355195,28192.355195,33006.429914,35940.205556,35940.205556,35940.205556,0.027524,1.337179,1.510604,1.337190,1.544923,1.914888,1200.000000,None,4,419,12,0
6,33665.039847,33665.039847,33665.039847,33884.170994,34630.475000,34630.475000,34630.475000,0.024398,0.383727,0.419467,0.383740,0.431134,0.525721,1200.000000,None,4,80,6,0
7,9462.757031,9462.757031,9462.757031,9462.757031,9462.757031,0.000000,9462.757031,0.020074,0.000000,0.050876,0.048278,0.048278,0.050870,1200.000000,None,4,0,0,0
8,20867.893233,20867.893233,20867.893233,21092.989588,21092.989588,21233.441667,21233.441667,0.025411,0.458761,0.489721,0.458775,0.458774,0.492574,1200.000000,None,4,21,0,0
9,31392.067288,31392.067288,31392.067288,32023.485378,32710.500000,32710.500000,32710.500000,0.023578,0.590487,0.629178,0.590501,0.637936,0.647238,1200.000000,None,4,25,2,0
10,32899.588537,32899.588537,32899.588537,34843.194931,36579.197222,36579.197222,36579.197222,0.024428,0.672169,0.781129,0.672181,0.833341,1.316082,1200.000000,None,4,492,16,0
