lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
100.878750,100.878750,100.878750,110.827247,115.624129,122.000000,120.000000,0.034146,0.499178,2.866977,0.499192,17.915950,301.891130,300.000000,None,16,189644,16543,0
99.878750,99.878750,99.878750,109.666037,113.874924,124.000000,122.000000,0.040617,0.492317,2.734698,0.492320,105.485957,301.281971,300.000000,None,16,161457,17562,0
101.628750,101.628750,101.628750,109.371084,114.397819,126.000000,122.000000,0.038296,0.568724,2.517416,0.568739,96.858283,300.674916,300.000000,None,16,156572,16809,0
101.753750,101.753750,101.753750,113.844226,116.743856,127.000000,119.000000,0.035098,0.569290,2.789414,0.569306,186.683496,300.223912,300.000000,None,16,217611,14911,0
100.753750,100.753750,100.753750,113.163982,115.949067,129.000000,119.000000,0.038320,0.466748,2.854722,0.466762,2.959870,300.264029,300.000000,None,16,200588,14028,0
101.253750,101.253750,101.253750,110.028053,115.003369,125.000000,124.000000,0.036167,0.713131,3.064129,0.713147,3.176683,302.170735,300.000000,None,16,185175,16893,0
102.003750,102.003750,102.003750,114.841329,117.698894,126.000000,119.000000,0.037614,0.625371,2.628213,0.625375,145.525822,300.234282,300.000000,None,16,222290,15660,0
100.628750,100.628750,100.628750,108.988440,114.199106,124.000000,120.000000,0.037644,0.577392,2.911787,0.577394,4.842651,300.195959,300.000000,None,16,190263,16750,0
101.253750,101.253750,101.253750,113.482140,117.006831,122.000000,122.000000,0.041793,0.498690,2.268279,0.498694,2.367461,300.221440,300.000000,None,16,180926,17629,0
100.878750,100.878750,100.878750,111.608777,116.083990,127.000000,121.000000,0.039254,0.495038,2.556639,0.495040,17.603602,300.238256,300.000000,None,16,178411,16451,0
100.753750,100.753750,100.753750,110.502816,114.395741,128.000000,121.000000,0.037175,0.547723,2.665249,0.547740,26.492996,300.225889,300.000000,None,16,184776,15909,0
