lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
100.878750,100.878750,100.878750,110.827247,115.622487,122.000000,120.000000,0.037517,0.505494,2.893151,0.505504,17.960110,301.896053,300.000000,None,64,189422,16529,0
101.046250,101.046250,101.046250,109.045049,114.194281,128.000000,121.000000,0.032984,0.931258,3.390042,0.931270,10.737611,300.875002,300.000000,None,64,162492,16653,0
101.680200,101.680200,101.680200,112.116838,117.556541,132.000000,121.000000,0.030540,0.519633,2.685313,0.519650,197.242831,300.639151,300.000000,None,64,178057,18012,0
102.425000,102.425000,102.425000,109.486584,117.166564,127.000000,123.000000,0.031020,0.494158,3.041959,0.494173,3.108821,300.941202,300.000000,None,64,177572,16356,0
101.207083,101.207083,101.207083,110.871597,116.904030,125.000000,122.000000,0.035420,0.565982,2.755331,0.565984,8.755686,300.410415,300.000000,None,64,175559,16868,0
99.725938,99.725938,99.725938,111.893087,115.424338,124.000000,122.000000,0.037644,0.586412,2.792516,0.586418,14.788081,300.656279,300.000000,None,64,169157,16753,0
100.668229,100.668229,100.668229,111.001874,115.106412,123.000000,120.000000,0.038283,0.537386,2.976277,0.537389,3.596553,300.911954,300.000000,None,64,180308,16496,0
103.823125,103.823125,103.823125,117.020800,121.232500,135.000000,126.000000,0.039622,0.505041,2.884818,0.505045,224.213825,300.907675,300.000000,None,64,167204,16373,0
99.319688,99.319688,99.319688,108.089493,112.878747,125.000000,117.000000,0.039572,0.521075,2.173788,0.521079,2.647910,300.269942,300.000000,None,64,159987,16979,0
100.982188,100.982188,100.982188,113.603469,116.712359,125.000000,120.000000,0.033534,0.715052,2.931747,0.715065,5.063280,300.368359,300.000000,None,64,213037,15178,0
100.346250,100.346250,100.346250,110.893559,115.281322,125.000000,118.000000,0.037708,0.474698,2.952355,0.474712,231.167398,300.645242,300.000000,None,64,182977,15684,0
