instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.022705,0.874659,1.235128,0.874599,1.241355,1.881746,1200.000000,None,16,2021,186,0
1,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.002749,0.353657,0.700545,0.353669,0.706391,1.319881,1200.000000,None,16,2021,186,0
2,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.002554,0.352931,0.696125,0.352944,0.701858,1.374551,1200.000000,None,16,2149,216,0
3,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.001890,0.356467,0.703361,0.356485,0.709331,1.323927,1200.000000,None,16,2020,186,0
4,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.001890,0.338130,0.684527,0.338144,0.690373,1.317793,1200.000000,None,16,2027,186,0
5,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.002553,0.359215,0.707761,0.359234,0.713795,1.342096,1200.000000,None,16,2021,186,0
6,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.002415,0.342775,0.681818,0.342787,0.687571,1.286855,1200.000000,None,16,2021,186,0
7,20.570922,20.570922,20.570922,25.254804,34.000000,34.000000,34.000000,0.002949,0.325935,0.662349,0.325945,0.667989,1.286400,1200.000000,None,16,2005,192,0
8,20.506657,20.506657,20.506657,24.639735,34.000000,34.000000,34.000000,0.001787,0.352074,0.697274,0.352089,0.702938,1.265074,1200.000000,None,16,1781,132,0
9,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.002554,0.343392,0.686295,0.343409,0.692065,1.301957,1200.000000,None,16,2020,186,0
10,20.570922,20.570922,20.570922,25.172171,34.000000,34.000000,34.000000,0.002369,0.351150,0.619809,0.351168,0.626500,1.095037,1200.000000,None,16,1573,118,0
