lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
8877.000000,8877.000000,8877.000000,9962.000000,11286.857143,17928.000000,14511.000000,0.009241,1.881470,2.156606,1.881479,183.905575,300.473743,300.000000,None,64,235982,28186,0
8778.857143,8778.857143,8778.857143,10064.643312,11095.857143,18458.000000,14493.000000,0.010121,0.523533,8.551712,0.523540,10.622344,300.422453,300.000000,None,64,256619,24367,0
8876.071429,8876.071429,8876.071429,10665.642445,11282.428571,29265.000000,14542.000000,0.009575,0.427011,1.574556,0.427015,262.355041,300.496347,300.000000,None,64,251662,28444,0
-699999991121.146118,-699999991121.146118,-139999991121.147217,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0.000000,0.000000,0.014900,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,None,64,0,0,0
8872.500000,8872.500000,8872.500000,10655.383552,11233.928571,100000000000000007629769841091887003294964970946560.000000,14735.000000,0.013025,0.468244,6.859340,8.042326,56.576764,300.575756,300.000000,None,64,241639,27427,0
-13124999999991166.000000,-13124999999991166.000000,-13124999999991166.000000,8811.428571,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.013288,0.038777,0.045348,0.000000,0.000000,0.045329,300.000000,None,64,0,0,0
-4374999999991140.500000,-4374999999991140.500000,-4374999999991140.500000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0.000000,0.000000,0.010859,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,None,64,0,0,0
8841.071429,8841.071429,8841.071429,10629.550658,11177.666667,27488.000000,14446.000000,0.013141,0.350958,15.043715,0.350965,18.984106,300.385600,300.000000,None,64,220141,26361,0
8862.428571,8862.428571,8862.428571,10641.654874,11268.283619,100000000000000007629769841091887003294964970946560.000000,14519.000000,0.010375,0.239964,6.223437,6.899255,54.571804,300.542389,300.000000,None,64,232104,28978,0
8852.000000,8852.000000,8852.000000,10640.303441,11137.400000,15910.000000,14465.000000,0.009612,1.441692,8.826511,1.441696,8.986532,300.445009,300.000000,None,64,252940,24956,0
8853.404762,8853.404762,8853.404762,10607.498671,11244.928571,100000000000000007629769841091887003294964970946560.000000,14937.000000,0.012877,0.316411,7.834079,8.932105,30.475744,300.491307,300.000000,None,64,246286,26574,0
