lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
8877.000000,8877.000000,8877.000000,9962.000000,11285.944444,17928.000000,14511.000000,0.126884,2.574350,2.849003,2.574258,184.191776,300.988513,300.000000,None,64,236382,28228,0
-699999991137.428711,-699999991137.428711,-139999991137.429260,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0.000000,0.000000,0.010684,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,None,64,0,0,0
-1312499999991213.000000,-1312499999991213.000000,-1312499999991213.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0.000000,0.000000,0.008999,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,None,64,0,0,0
8797.000000,8797.000000,8797.000000,10584.291407,11098.904762,100000000000000007629769841091887003294964970946560.000000,14425.000000,0.007441,0.243203,8.891410,9.773974,259.782260,300.452330,300.000000,None,64,252642,24064,0
8857.666667,8857.666667,8857.666667,10540.999502,11234.714286,16833.000000,14504.000000,0.005583,0.976724,4.698745,0.976738,117.843051,300.500366,300.000000,None,64,237504,28651,0
8844.062500,8844.062500,8844.062500,10635.411792,11190.357143,19295.000000,14912.000000,0.012244,0.420567,9.733226,0.420573,11.416736,300.460203,300.000000,None,64,251759,26466,0
-120312499999991200.000000,-120312499999991200.000000,-120312499999991200.000000,8800.214286,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.014412,0.037896,0.044330,0.000000,0.000000,0.044309,300.000000,None,64,0,0,0
-109374999999991152.000000,-109374999999991152.000000,-109374999999991152.000000,8838.250000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.016214,0.042390,0.048919,0.000000,0.000000,0.048899,300.000000,None,64,0,0,0
-3062499999991144.500000,-3062499999991144.500000,-3062499999991144.500000,8826.333333,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.012891,0.037895,0.044505,0.000000,0.000000,0.044485,300.000000,None,64,0,0,0
-4374999999991139.000000,-4374999999991139.000000,-4374999999991139.000000,8838.785714,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.007942,0.036814,0.043263,0.000000,0.000000,0.043258,300.000000,None,64,0,0,0
-699999991137.999756,-699999991137.999756,-139999991138.000031,8850.357143,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.006045,0.034522,0.041091,0.000000,0.000000,0.041086,300.000000,None,64,0,0,0
