instanceIndex,primalBounds,dualBounds,times
0,17928.000000,9962.000000,3.356271
0,17928.000000,9962.000000,4.833991
0,17928.000000,9962.000000,5.984274
0,15160.000000,9962.000000,6.606950
0,15160.000000,9962.000000,7.940036
0,15160.000000,9962.000000,9.427195
0,15160.000000,9962.000000,10.755234
0,15160.000000,9962.000000,11.768673
0,15160.000000,9962.000000,12.564615
0,15159.000000,9962.000000,13.531312
0,15159.000000,9962.000000,14.799822
0,15159.000000,9962.000000,16.134081
0,15159.000000,9962.000000,17.389912
0,15159.000000,9962.000000,18.497735
0,15159.000000,9962.000000,19.828655
0,15159.000000,9962.000000,20.853421
0,15159.000000,9962.000000,21.838005
0,15159.000000,9962.000000,23.001717
0,15159.000000,9962.000000,24.429750
0,15159.000000,9962.000000,25.810451
0,15159.000000,9962.000000,27.215545
0,15159.000000,9962.000000,28.594036
0,15159.000000,9962.000000,30.034298
0,15159.000000,9962.000000,31.572242
0,15159.000000,9962.000000,32.927286
0,15159.000000,9962.000000,34.222356
0,15159.000000,9962.000000,35.424157
0,15159.000000,9962.000000,36.822250
0,15159.000000,9962.000000,38.125119
0,15159.000000,9962.000000,39.431983
0,15159.000000,9962.000000,40.664624
0,15159.000000,9962.000000,41.833074
0,15159.000000,9962.000000,42.986869
0,15159.000000,9962.000000,44.067315
0,15159.000000,9962.000000,45.045109
0,15159.000000,9962.000000,46.060042
0,15159.000000,9962.000000,47.078966
0,15159.000000,9962.000000,48.502768
0,15159.000000,9962.000000,50.044218
0,15159.000000,9962.000000,51.478095
0,15159.000000,9962.000000,52.462739
0,15159.000000,9962.000000,53.297834
0,15159.000000,9962.000000,54.017433
0,15159.000000,9962.000000,54.865284
0,15159.000000,9962.000000,55.642665
0,15159.000000,9962.000000,56.544223
0,15159.000000,9962.000000,57.617667
0,15159.000000,9962.000000,58.829864
0,15159.000000,9962.000000,59.878680
0,15159.000000,9962.000000,61.158402
0,15159.000000,9962.000000,62.355239
0,15159.000000,9962.000000,63.340998
0,15159.000000,9962.000000,64.171337
0,15159.000000,9962.000000,65.219019
0,15159.000000,9962.000000,66.401551
0,15159.000000,9962.000000,67.524475
0,15159.000000,9962.000000,68.573583
0,15159.000000,9962.000000,69.576684
0,15159.000000,9962.000000,70.717902
0,15000.000000,9962.000000,71.850376
0,15000.000000,9962.000000,73.173557
0,15000.000000,9962.000000,74.594216
0,15000.000000,9962.000000,75.809974
0,15000.000000,9962.000000,76.888319
0,15000.000000,9962.000000,77.987629
0,15000.000000,9962.000000,78.846772
0,14983.000000,9962.000000,79.533381
0,14983.000000,9962.000000,80.846560
0,14983.000000,9962.000000,82.182923
0,14983.000000,9962.000000,83.549765
0,14983.000000,9962.000000,84.872243
0,14983.000000,9962.000000,86.211885
0,14983.000000,9962.000000,87.080887
0,14983.000000,9962.000000,88.172680
0,14983.000000,9962.000000,89.212304
0,14983.000000,9962.000000,90.267836
0,14983.000000,9962.000000,91.405075
0,14983.000000,9962.000000,92.591581
0,14983.000000,9962.000000,93.736186
0,14983.000000,9962.000000,94.847623
0,14983.000000,9962.000000,95.937307
0,14983.000000,9962.000000,97.015485
0,14983.000000,9962.000000,98.113475
0,14983.000000,9962.000000,99.406450
0,14983.000000,9962.000000,100.628538
0,14983.000000,9962.000000,101.742683
0,14983.000000,9962.000000,102.709079
0,14983.000000,10162.642857,104.421596
0,14983.000000,10392.000000,106.530713
0,14983.000000,10493.357143,108.538975
0,14983.000000,10570.892857,110.294472
0,14983.000000,10625.142857,111.959179
0,14983.000000,10649.828571,113.760452
0,14983.000000,10682.285137,115.522294
0,14983.000000,10701.856566,117.248824
0,14983.000000,10716.499981,119.055593
0,14983.000000,10726.285667,120.942494
0,14983.000000,10741.464161,122.686835
0,14983.000000,10756.714286,124.427543
0,14983.000000,10770.428500,126.195323
0,14983.000000,10779.071429,127.926836
0,14983.000000,10796.857093,129.589711
0,14983.000000,10813.000000,131.298227
0,14983.000000,10818.714286,132.417221
0,14626.000000,10818.714286,133.448601
0,14626.000000,10818.714286,134.982880
0,14626.000000,10818.714286,136.368288
0,14626.000000,10818.714286,137.676278
0,14626.000000,10818.714286,138.982200
0,14626.000000,10818.714286,140.489963
0,14626.000000,10818.714286,141.801833
0,14626.000000,10827.500000,143.332563
0,14626.000000,10834.785714,145.060151
0,14626.000000,10847.571407,146.816346
0,14626.000000,10862.000000,148.444113
0,14626.000000,10868.000000,150.063642
0,14626.000000,10881.000000,151.680199
0,14626.000000,10893.000000,153.337685
0,14626.000000,10899.238091,155.188919
