instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,8877.000000,9106.523810,9098.791492,9962.000000,11448.761905,17928.000000,14393.000000,21.970488,23.827447,24.133292,23.827327,608.025422,1201.493217,1200.000000,New,16,763045,79497,156
1,8880.428571,9110.937603,9103.707059,10488.000000,11730.285714,100000000000000007629769841091887003294964970946560.000000,14410.000000,5.720436,6.025352,6.896231,10.639321,412.851212,1201.286137,1200.000000,Old,16,804488,68177,156
2,8739.571429,8944.333333,8944.333333,9624.120891,11389.000000,17429.000000,11389.000000,4.987124,5.753474,7.283908,5.753486,133.769606,134.595220,1200.000000,Old,16,143796,11419,156
3,8840.953668,9056.904762,9056.904762,10488.000000,11772.821429,21779.000000,12706.000000,6.345530,6.716532,8.120554,6.716542,963.786038,1201.094907,1200.000000,Old,16,779254,79811,156
4,9253.428571,9410.928571,9410.928571,13092.994852,13326.000000,15728.000000,13326.000000,5.164089,5.669542,6.178079,5.669546,39.094177,42.844146,1200.000000,Old,16,42763,4237,156
5,8858.500000,9081.952381,9081.952381,10681.000000,11438.828571,27886.000000,11547.000000,5.188722,5.532923,5.937953,5.532938,118.425950,212.506109,1200.000000,Old,16,195712,16778,156
6,8893.915584,9147.074176,9129.396589,9962.000000,11188.000000,29313.000000,11188.000000,4.748155,5.410345,5.695954,5.410357,43.793703,60.916601,1200.000000,Old,16,50635,4050,156
7,8878.142857,9111.446429,9085.785714,10241.000000,10898.428571,100000000000000007629769841091887003294964970946560.000000,10926.000000,5.357565,5.758018,7.158184,8.202467,43.664963,65.891176,1200.000000,Old,16,46298,3790,156
8,8638.942857,8843.704762,8841.120557,9508.212617,12025.785714,100000000000000007629769841091887003294964970946560.000000,12145.000000,4.323876,5.052193,8.934954,10.001997,14.863917,549.712349,1200.000000,Old,16,570149,47405,156
9,8870.714286,9106.523810,9090.023810,10664.000000,11574.142857,100000000000000007629769841091887003294964970946560.000000,14476.000000,4.185739,4.403261,4.842664,5.504283,503.161142,1201.799358,1200.000000,Old,16,864146,96928,156
10,8767.190476,9026.809524,9024.862662,10487.995508,11822.142857,100000000000000007629769841091887003294964970946560.000000,11929.000000,5.449744,5.740041,7.852783,8.839464,625.651491,625.527290,1200.000000,Old,16,523137,42751,156
