lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,3.627800,3.963225,4.134398,3.963143,4.142113,5.068367,300.000000,New,64,2307,206,69
20.376648,30.439252,30.333717,30.335759,31.000000,31.000000,31.000000,0.903878,0.990021,1.002904,0.990034,0.990033,1.004103,300.000000,Old,64,9,0,69
19.679410,29.283417,28.963084,29.165802,33.000000,34.000000,33.000000,0.845731,1.192109,1.565658,1.192122,2.335699,2.464052,300.000000,Old,64,2662,246,69
21.458054,30.548024,30.211654,30.440166,34.000000,34.000000,34.000000,0.896405,1.093888,1.448380,1.093902,1.454736,2.072062,300.000000,Old,64,2029,158,69
20.873985,29.790698,29.716675,29.716675,30.000000,30.000000,30.000000,0.950851,1.166490,1.177898,1.166506,1.166505,1.179039,300.000000,Old,64,0,0,69
22.005354,30.000000,29.884729,29.917312,30.000000,30.000000,30.000000,0.949871,1.080344,1.091128,1.080354,1.080351,1.092227,300.000000,Old,64,0,0,69
20.797545,28.562951,28.534714,29.013838,34.000000,34.000000,34.000000,0.899829,1.103977,1.483296,1.103982,1.490579,2.236280,300.000000,Old,64,2417,176,69
20.015650,28.491850,28.135714,28.416830,33.000000,33.000000,33.000000,0.873625,1.179251,1.429663,1.179266,1.436874,2.189773,300.000000,Old,64,2161,190,69
20.035259,28.787919,28.465176,28.717393,30.000000,30.000000,30.000000,0.907192,1.140311,1.175772,1.140325,1.181268,1.198307,300.000000,Old,64,109,4,69
20.375376,28.344199,28.217933,28.493699,31.000000,31.000000,31.000000,0.883007,0.973164,1.388653,0.973180,1.395596,1.928713,300.000000,Old,64,1820,102,69
22.437676,30.750000,30.654014,30.909899,34.000000,34.000000,34.000000,1.019239,1.183225,1.597413,1.183229,1.602760,2.151025,300.000000,Old,64,1875,118,69
