lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
10482.795280,10573.334266,10550.536062,10550.536062,10952.971337,12912.475382,12830.371258,1.900711,2.946184,2.986064,2.946188,302.341330,302.501559,300.000000,New,4,231765,36311,5
20607.256875,20672.196647,20630.298632,20630.298632,21074.691949,23174.021591,22855.948560,0.397492,0.889043,0.925207,0.889048,204.115875,302.213570,300.000000,Old,4,232539,35548,5
10482.626687,10573.183877,10550.338683,10550.338683,10952.192483,12912.438691,12831.371258,0.355881,1.387378,1.427049,1.387381,300.411547,302.224632,300.000000,Old,4,233404,36493,5
10482.845632,10573.367875,10550.525301,10550.525301,10944.452606,12912.475382,12830.371258,0.351975,1.386264,1.425901,1.386265,19.735116,302.490571,300.000000,Old,4,228852,36133,5
10482.933605,10573.463603,10550.682304,10550.682304,10952.447427,12912.438691,12610.099984,0.351953,1.358020,1.397654,1.358022,1.407595,302.537087,300.000000,Old,4,233668,36450,5
10482.299254,10572.829306,10550.008228,10550.008228,10952.982822,12912.475382,12232.099984,0.363585,1.356244,1.395889,1.356248,1.405859,302.297645,300.000000,Old,4,232285,36632,5
15517.580703,15611.082848,15599.116050,15599.116050,15985.531488,17498.099974,17384.448570,0.700670,2.113689,2.153487,2.113693,282.816190,303.424000,300.000000,Old,4,253585,38767,5
10483.018204,10573.570329,10550.751115,10550.751115,10953.291822,12912.475382,12831.371258,0.352247,1.342646,1.382432,1.342649,300.121195,302.331143,300.000000,Old,4,233584,36543,5
10482.554438,10573.101954,10550.315370,10550.315370,10953.553006,12912.475382,12760.856365,0.354016,1.399154,1.438989,1.399157,1.449206,302.217116,300.000000,Old,4,233389,36495,5
15517.016492,15610.495054,15598.076744,15598.076744,15984.965736,17500.099974,17500.099974,0.669629,2.085846,2.125901,2.085850,2.136490,303.285084,300.000000,Old,4,249291,38851,5
5471.407710,5572.970192,5532.262562,5532.262562,5944.350529,7723.099994,7252.962326,0.613010,1.473084,1.511520,1.473090,256.550464,303.090735,300.000000,Old,4,256423,38910,5
