instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699003,186812.699003,188182.000000,188182.000000,28.726090,32.182507,34.445611,32.182377,32.182323,34.454432,1200.000000,New,64,1052,0,112
1,171808.333723,174871.988041,172239.116372,175014.770702,175014.770702,176387.600000,176387.600000,89.737423,91.565444,93.532142,91.565454,91.565453,93.542447,1200.000000,Old,64,762,0,112
2,176002.325324,179211.422780,176445.492573,179453.827368,179453.827368,182386.300000,180623.500000,22.452937,23.026119,24.902281,23.026124,23.026119,24.909901,1200.000000,Old,64,645,0,112
3,175915.053238,177971.352446,177023.534956,179736.650570,179736.650570,180490.100000,180490.100000,66.123527,67.679090,70.192004,67.679104,67.679104,70.202484,1200.000000,Old,64,935,0,112
4,183814.902961,186622.663766,184574.856614,187552.316567,187552.316567,188618.300000,188618.300000,44.588008,47.470700,48.829783,47.470711,47.470709,48.838933,1200.000000,Old,64,722,0,112
5,182126.739103,184886.270685,182863.151013,184803.452215,184803.452215,187055.800000,186500.800000,95.375208,96.198451,98.747569,96.198459,105.722511,119.686759,1200.000000,Old,64,16493,841,112
6,180485.006909,183375.759868,181266.585083,183540.059595,183540.059595,185327.400000,185327.400000,70.149560,72.055487,72.825502,72.055499,72.055498,72.832669,1200.000000,Old,64,405,0,112
7,181545.176035,183887.760635,182328.038777,185096.508731,185096.508731,186942.900000,186942.900000,22.721590,24.997782,27.965147,24.997787,24.997782,27.975319,1200.000000,Old,64,896,0,112
8,184552.465987,188067.393571,185359.489516,188147.974565,188147.974565,190305.800000,189247.600000,24.656414,25.520328,27.507461,25.520333,25.520327,27.520072,1200.000000,Old,64,882,0,112
9,183033.606186,185967.431399,184486.229523,185997.701394,185997.701394,186759.100000,186759.100000,127.087318,128.687091,130.125632,128.687094,128.687089,130.137466,1200.000000,Old,64,466,0,112
10,179034.019243,181132.402230,179740.797944,184839.848196,186839.400000,188737.300000,186839.400000,26.548367,27.642839,29.462678,27.642842,43.323521,103.054954,1200.000000,Old,64,61884,2718,112
