instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,186459.009372,185508.311955,186706.270439,186706.270439,188182.000000,188182.000000,16.389146,19.835271,20.769258,19.835139,19.835079,20.777037,1200.000000,New,16,385,0,31
1,129248.735776,132172.332735,129709.806394,133674.114247,135303.550000,135313.550000,135303.550000,21.633020,23.344779,24.083334,23.344784,24.776707,26.161013,1200.000000,New,16,1651,54,28
