instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,8877.000000,8877.000000,8877.000000,9962.000000,11617.428571,17928.000000,14393.000000,0.009586,1.878704,2.153085,1.878710,564.418813,1202.095260,1200.000000,None,4,970866,126412,0
1,8939.142857,8939.142857,8939.142857,10612.164850,11015.000000,11581.000000,11015.000000,0.006368,0.867969,2.706442,0.867982,11.988120,15.252368,1200.000000,None,4,14210,1348,0
2,8877.000000,8877.000000,8877.000000,9962.000000,11534.285714,100000000000000007629769841091887003294964970946560.000000,11646.000000,0.006540,0.224647,0.495145,1.032083,206.715593,274.152865,1200.000000,None,4,296510,31671,0
3,8877.000000,8877.000000,8877.000000,9962.000000,11610.612245,16947.000000,14393.000000,0.006290,1.661836,1.914302,1.661851,22.932595,1202.195499,1200.000000,None,4,957189,126464,0
4,8885.428571,8885.428571,8885.428571,10155.000000,11466.178571,100000000000000007629769841091887003294964970946560.000000,11512.000000,0.009022,0.274695,0.770822,1.291031,1.829478,129.577362,1200.000000,None,4,155380,14362,0
5,8877.000000,8877.000000,8877.000000,9962.000000,11225.000000,23142.000000,11337.000000,0.006542,0.635477,0.806315,0.635488,122.052971,173.791016,1200.000000,None,4,199081,19016,0
6,8878.142857,8878.142857,8878.142857,10264.000000,11279.071429,100000000000000007629769841091887003294964970946560.000000,11393.000000,0.006710,0.841753,1.541016,2.120639,148.372286,205.976699,1200.000000,None,4,203198,22094,0
7,8885.428571,8885.428571,8885.428571,9962.000000,11255.000000,12349.000000,11255.000000,0.005242,0.479545,0.596618,0.479559,34.697718,81.453492,1200.000000,None,4,94114,9696,0
8,8877.000000,8877.000000,8877.000000,9962.000000,11582.714286,100000000000000007629769841091887003294964970946560.000000,14394.000000,0.004945,0.286807,0.520341,1.159975,483.903852,1201.931637,1200.000000,None,4,984444,122596,0
9,8877.000000,8877.000000,8877.000000,9962.000000,11651.723214,100000000000000007629769841091887003294964970946560.000000,14393.000000,0.006762,0.815143,1.087086,1.642080,495.824212,1201.857912,1200.000000,None,4,1007882,121905,0
10,8877.000000,8877.000000,8877.000000,9962.000000,11641.000000,100000000000000007629769841091887003294964970946560.000000,14410.000000,0.005972,0.333447,0.599644,1.263866,628.772177,1202.025007,1200.000000,None,4,979518,125279,0
