instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,94.216250,95.675000,94.644072,102.740343,105.931235,115.000000,107.000000,1.254197,1.734863,2.901215,1.734872,375.863220,708.116258,1200.000000,New,4,401178,39794,4
1,93.753750,95.137500,94.181573,100.672944,103.951669,114.000000,105.000000,1.466147,1.952629,3.512736,1.952640,12.250607,418.448724,1200.000000,New,4,237753,23398,4
2,93.742500,95.371250,94.235950,101.022101,104.872879,111.000000,107.000000,1.190122,1.711761,2.859286,1.711775,645.945850,1212.431958,1200.000000,New,4,626868,73924,4
3,94.091250,95.416875,94.518413,102.551670,105.930374,111.000000,107.000000,1.435000,2.127839,4.306222,2.127852,29.645837,534.366775,1200.000000,New,4,302627,31126,4
4,94.216250,95.646250,94.644072,103.071091,105.935034,114.000000,107.000000,1.291671,1.870685,2.954837,1.870698,313.106235,703.286718,1200.000000,New,4,363509,37196,4
5,93.841250,95.425000,94.269823,102.552454,104.942546,115.000000,106.000000,1.245512,1.747082,3.682739,1.747097,198.209935,304.341598,1200.000000,New,4,187481,18553,4
6,94.216250,95.550000,94.707163,101.392805,104.954285,110.000000,107.000000,1.246716,1.735909,2.851327,1.735921,200.904248,1208.634273,1200.000000,New,4,655245,76236,4
7,93.128750,94.712500,93.555913,101.073598,104.000000,111.000000,104.000000,1.285350,1.794310,3.844309,1.794320,3.919781,113.206445,1200.000000,New,4,84087,6576,4
8,93.937500,95.425000,94.381575,101.921003,104.946653,115.000000,106.000000,1.238300,1.672283,3.419439,1.672295,3.471631,206.223668,1200.000000,New,4,143299,14090,4
9,93.897500,95.167500,94.655963,101.277963,104.679539,115.000000,107.000000,1.473708,2.056750,3.416054,2.056762,835.095615,1207.937369,1200.000000,New,4,627691,72799,4
