instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,3.908893,4.241450,4.412910,4.241331,4.420494,5.340889,1200.000000,New,64,2307,206,69
1,20.570922,30.168224,30.102311,30.264914,34.000000,34.000000,34.000000,2.393007,2.810666,3.070972,2.810686,3.079189,3.996016,1200.000000,New,64,2523,198,71
2,20.570922,30.168224,29.901993,30.080396,34.000000,34.000000,34.000000,2.290715,2.629049,2.947448,2.629061,2.955122,3.746302,1200.000000,New,64,2223,214,66
3,20.570922,30.168224,30.021950,30.152815,34.000000,34.000000,34.000000,2.475782,2.811240,3.001174,2.811249,3.005741,3.867930,1200.000000,New,64,2269,234,69
4,20.570922,30.168224,29.988046,30.144016,34.000000,34.000000,34.000000,2.337235,2.636349,2.885192,2.636354,2.892661,3.831705,1200.000000,New,64,2412,230,68
5,20.032382,30.088353,29.564945,29.866972,34.000000,34.000000,34.000000,2.475100,2.631536,2.785632,2.631539,2.791668,3.641970,1200.000000,New,64,2239,208,71
6,20.570922,30.300000,30.113047,30.274956,34.000000,34.000000,34.000000,2.448663,2.727648,3.037116,2.727653,3.044385,3.886252,1200.000000,New,64,2489,192,69
7,20.570922,30.168224,29.888766,30.089493,34.000000,34.000000,34.000000,2.323031,2.661671,2.871197,2.661682,2.877710,3.831540,1200.000000,New,64,2440,260,66
9,20.570922,29.493438,29.488769,29.713810,34.000000,34.000000,34.000000,2.407673,2.620308,2.807565,2.620324,2.815417,3.768645,1200.000000,New,64,2612,284,71
10,20.570922,30.093458,29.889889,30.115391,34.000000,34.000000,34.000000,2.475242,2.661263,2.790889,2.661274,2.796789,3.836008,1200.000000,New,64,2558,270,68
