instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,186459.009372,185508.311955,186706.270439,186706.270439,188182.000000,188182.000000,16.225677,19.671549,20.604545,19.671422,19.671365,20.612414,1200.000000,New,16,385,0,31
1,184120.355247,186128.593106,185499.440806,186907.871832,186907.871832,188500.600000,188500.600000,1.565002,4.509396,5.093804,4.509399,4.509395,5.099586,1200.000000,Farkas,16,200,0,31
2,183975.692175,186424.848458,185511.498905,186950.496481,186950.496481,188242.100000,188242.100000,1.573036,4.080076,4.505659,4.080081,4.080076,4.512026,1200.000000,Farkas,16,231,0,31
3,183964.132000,186414.058378,185506.735864,186770.443788,186770.443788,188183.000000,188183.000000,1.551974,5.341261,6.016708,5.341266,5.341261,6.023054,1200.000000,Farkas,16,381,0,31
4,184744.565200,187152.144319,186216.061949,187320.701999,187519.198926,189215.300000,189215.300000,1.564604,5.011865,6.188948,5.011876,6.413715,12.681012,1200.000000,Farkas,16,6556,205,31
5,180998.836679,183486.225565,182109.090715,183954.454833,183954.454833,185398.100000,185398.100000,1.601755,3.693616,4.255939,3.693631,3.693629,4.263827,1200.000000,Farkas,16,332,0,31
6,183151.888410,185804.665065,184500.906610,185910.796211,185910.796211,187571.500000,187571.500000,1.568063,3.714846,4.697559,3.714862,3.714862,4.707127,1200.000000,Farkas,16,264,0,31
7,183247.027318,185687.240400,184667.555223,186178.550529,186178.550529,187605.000000,187605.000000,1.584629,4.524726,4.945364,4.524734,4.524731,4.951825,1200.000000,Farkas,16,267,0,31
8,183706.760304,186171.219184,185257.211268,186967.698214,186967.698214,188077.200000,188077.200000,1.551086,4.886897,6.660689,4.886912,4.886912,6.671470,1200.000000,Farkas,16,847,0,31
9,183991.249556,186092.941721,185471.207906,186837.266295,186837.266295,188368.100000,188368.100000,1.567046,4.839716,6.499661,4.839732,4.839731,6.509050,1200.000000,Farkas,16,719,0,31
10,183465.011815,185848.941864,184839.349299,186786.912891,186786.912891,187948.200000,187948.200000,1.590065,3.450018,4.374710,3.450024,3.450019,4.382428,1200.000000,Farkas,16,517,0,31
