instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699003,186812.699003,188182.000000,188182.000000,28.472803,31.920959,34.203529,31.920825,31.920769,34.212263,1200.000000,New,64,1052,0,112
1,184120.355247,187180.449655,184890.464828,187546.680705,187546.680705,188500.600000,188500.600000,25.683886,28.619563,31.069719,28.619568,28.619563,31.082221,1200.000000,Old,64,1044,0,112
2,183975.692175,187526.645450,184771.442132,187065.010572,187065.010572,188242.100000,188242.100000,22.862001,25.360974,26.584236,25.360978,25.360972,26.594187,1200.000000,Old,64,575,0,112
3,183964.132000,187417.147868,184775.922894,186587.831839,186587.831839,188183.000000,188183.000000,21.961090,25.738820,27.708957,25.738835,25.738834,27.718226,1200.000000,Old,64,830,0,112
4,184744.565200,188281.607247,185537.003534,187578.539141,187578.539141,189215.300000,189215.300000,57.181622,60.630518,61.806685,60.630530,60.630528,61.815548,1200.000000,Old,64,619,0,112
5,180998.836679,184095.973577,181664.674352,184239.294457,184239.294457,185398.100000,185398.100000,28.590588,30.677104,31.260636,30.677115,30.677111,31.267717,1200.000000,Old,64,386,0,112
6,183151.888410,186687.291502,183956.324792,185781.691946,185781.691946,187571.500000,187571.500000,23.742725,25.884674,26.548569,25.884689,25.884689,26.554822,1200.000000,Old,64,306,0,112
7,183247.027318,186777.894827,184053.200819,186064.734064,186064.734064,187605.000000,187605.000000,24.907558,27.844800,28.411437,27.844814,27.844814,28.418300,1200.000000,Old,64,329,0,112
8,183706.760304,187315.653850,184515.491626,187177.593463,187177.593463,188077.200000,188077.200000,23.363085,26.687784,28.956261,26.687790,26.687785,28.967582,1200.000000,Old,64,978,0,112
9,183991.249556,187059.181644,184762.578422,187447.225474,187447.225474,188368.100000,188368.100000,21.728217,24.991378,27.645641,24.991390,24.991388,27.655007,1200.000000,Old,64,1291,0,112
10,183465.011815,186727.537537,184276.761552,186859.048220,186859.048220,187948.200000,187948.200000,46.490892,48.337844,49.093060,48.337859,48.337859,49.100739,1200.000000,Old,64,350,0,112
