instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.024075,1.450415,1.786992,1.450331,1.792608,2.388090,1200.000000,None,64,2021,186,0
1,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.003120,0.414973,0.751949,0.414980,0.757576,1.339869,1200.000000,None,64,1968,180,0
2,20.570922,20.570922,20.570922,25.216498,34.000000,34.000000,34.000000,0.002996,0.343472,0.607094,0.343479,0.613856,1.242813,1200.000000,None,64,1931,166,0
3,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.001863,0.338887,0.674166,0.338901,0.679728,1.275664,1200.000000,None,64,2016,186,0
4,20.570922,20.570922,20.570922,25.201781,34.000000,34.000000,34.000000,0.002854,0.299233,0.624132,0.299234,0.631907,1.188717,1200.000000,None,64,1930,170,0
5,20.032382,20.032382,20.032382,24.318527,34.000000,34.000000,34.000000,0.002904,0.162721,0.506644,0.162727,0.514257,1.205409,1200.000000,None,64,2304,192,0
6,20.570922,20.570922,20.570922,25.258041,34.000000,34.000000,34.000000,0.003836,0.285862,0.627961,0.285864,0.634734,1.109873,1200.000000,None,64,1824,134,0
7,20.570922,20.570922,20.570922,25.361683,34.000000,34.000000,34.000000,0.003803,0.336742,0.687978,0.336745,0.693315,1.236747,1200.000000,None,64,1945,150,0
8,20.296192,20.296192,20.296192,25.253027,30.000000,30.000000,30.000000,0.004458,0.141146,0.496864,0.141149,0.503296,0.639576,1200.000000,None,64,893,20,0
9,20.570922,20.570922,20.570922,25.263555,34.000000,34.000000,34.000000,0.004436,0.221920,0.596094,0.221925,0.601649,1.176487,1200.000000,None,64,1898,164,0
10,20.570922,20.570922,20.570922,24.946275,34.000000,34.000000,34.000000,0.003020,0.191090,0.451573,0.191099,0.459116,1.048979,1200.000000,None,64,1840,144,0
