instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,186459.009372,185508.311955,186706.270439,186706.270439,188182.000000,188182.000000,15.926650,19.373554,20.303055,19.373382,19.373311,20.310790,1200.000000,New,16,385,0,31
1,17828.209814,17828.209814,17828.209814,18591.930556,18591.930556,0.000000,18591.930556,2.649047,0.000000,2.686388,2.683643,0.000000,2.686383,1200.000000,Old,16,0,0,31
2,9635.652752,9635.652752,9635.652752,9635.652752,9635.652752,0.000000,9648.418256,3.134742,0.000000,3.426397,3.423655,3.423655,3.426392,1200.000000,Old,16,0,0,31
3,11370.467785,11370.467785,11370.467785,11482.697203,11670.406418,11670.406418,11670.406418,2.628006,2.970222,2.990582,2.970236,2.997196,3.020136,1200.000000,Old,16,33,4,31
4,8962.623323,8962.623323,8962.623323,8963.385917,8963.385917,0.000000,8963.385917,2.528929,0.000000,2.560056,2.557440,2.557439,2.560051,1200.000000,Old,16,0,0,31
5,15113.674583,15113.674583,15113.674583,15113.674583,15113.674583,0.000000,15113.674583,2.353886,0.000000,2.388124,2.385437,2.385437,2.388119,1200.000000,Old,16,0,0,31
6,8398.241789,8398.241789,8398.241789,8398.241789,8398.241789,0.000000,8404.798744,2.110586,0.000000,2.350107,2.347502,2.347503,2.350103,1200.000000,Old,16,0,0,31
7,11528.320694,11528.320694,11528.320694,11666.476003,11666.476003,0.000000,11685.839013,3.138751,0.000000,3.486213,3.483423,3.483424,3.486209,1200.000000,Old,16,0,0,31
8,11069.570388,11069.570388,11069.570388,11069.570388,11069.570388,0.000000,11093.104889,2.857141,0.000000,3.119248,3.116519,3.116519,3.119244,1200.000000,Old,16,0,0,31
9,9384.350822,9384.350822,9384.350822,9384.350822,9384.350822,0.000000,9384.350822,1.834394,0.000000,1.864439,1.861832,1.861833,1.864434,1200.000000,Old,16,0,0,31
