instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,8877.000000,8877.000000,8877.000000,9962.000000,11617.428571,17928.000000,14393.000000,0.008026,1.863635,2.138415,1.863636,564.303464,1202.122449,1200.000000,None,4,970950,126425,0
1,-699999991137.428711,-699999991137.428711,-139999991137.429260,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0.000000,0.000000,0.008643,0.000000,0.000000,0.000000,0.000000,0.000000,1200.000000,None,4,0,0,0
2,-1312499999991213.000000,-1312499999991213.000000,-1312499999991213.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0.000000,0.000000,0.009325,0.000000,0.000000,0.000000,0.000000,0.000000,1200.000000,None,4,0,0,0
3,8797.000000,8797.000000,8797.000000,10584.291407,11438.500000,100000000000000007629769841091887003294964970946560.000000,14353.000000,0.007052,0.251322,8.946720,9.831062,258.901056,1201.853728,1200.000000,None,4,988814,114815,0
4,8857.666667,8857.666667,8857.666667,10540.999502,11582.342857,16833.000000,14412.000000,0.006672,0.958744,4.684456,0.958757,716.927647,1202.076440,1200.000000,None,4,951927,123619,0
5,8844.062500,8844.062500,8844.062500,10635.411792,11566.890019,19295.000000,14398.000000,0.007298,0.408412,9.773456,0.408427,11.455696,1201.964169,1200.000000,None,4,1037676,116883,0
6,-120312499999991200.000000,-120312499999991200.000000,-120312499999991200.000000,8800.214286,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.010435,0.034650,0.041118,0.000000,0.000000,0.041111,1200.000000,None,4,0,0,0
7,-109374999999991152.000000,-109374999999991152.000000,-109374999999991152.000000,8838.250000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.012650,0.039474,0.046012,0.000000,0.000000,0.046003,1200.000000,None,4,0,0,0
8,-3062499999991144.500000,-3062499999991144.500000,-3062499999991144.500000,8826.333333,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.010075,0.037454,0.044108,0.000000,0.000000,0.044088,1200.000000,None,4,0,0,0
9,-4374999999991139.000000,-4374999999991139.000000,-4374999999991139.000000,8838.785714,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.009950,0.037238,0.043737,0.000000,0.000000,0.043732,1200.000000,None,4,0,0,0
10,-699999991137.999756,-699999991137.999756,-139999991138.000031,8850.357143,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,0.006953,0.036544,0.043088,0.000000,0.000000,0.043083,1200.000000,None,4,0,0,0
