instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,38893.903641,38893.903641,38893.903641,38893.903641,39583.904266,40560.054142,40005.054142,0.109033,1.496900,1.509943,1.496775,40.866383,1219.719042,1200.000000,None,16,2022033,338808,0
1,38947.624335,38947.624335,38947.624335,38947.624335,39668.233461,41784.621111,40139.476677,0.009245,0.412388,0.429828,0.412400,303.914028,1202.995150,1200.000000,None,16,1931029,334467,0
2,39083.006612,39083.006612,39083.006612,39083.006612,39714.049319,41206.000149,40114.054142,0.009584,0.999067,1.012292,0.999078,1.288973,152.268167,1200.000000,None,16,254140,42606,0
3,6170.790227,6170.790227,6170.790227,6170.790227,7707.993853,8599.632368,7785.779807,0.009216,0.752776,0.774088,0.752786,134.006696,363.220688,1200.000000,None,16,652817,104627,0
4,0.000226,0.000226,0.000226,0.000226,0.000250,0.000250,0.000250,0.009645,0.268589,0.270421,0.268602,0.268601,0.270412,1200.000000,None,16,0,0,0
5,6868.643675,6868.643675,6868.643675,6868.643675,7980.063891,8345.264210,8059.666880,0.007074,0.705069,0.716907,0.705080,0.721490,315.936857,1200.000000,None,16,607136,108058,0
6,26789.154424,26789.154424,26789.154424,26789.154424,27970.578517,28347.054162,28322.977950,0.008918,0.753292,0.766244,0.753306,0.771012,1202.622911,1200.000000,None,16,2362942,405074,0
7,39017.862481,39017.862481,39017.862481,39017.862481,39720.050187,40896.750580,40120.912263,0.009439,0.947245,0.958120,0.947254,41.282788,945.636373,1200.000000,None,16,1567110,265424,0
8,31570.030942,31570.030942,31570.030942,31570.030942,32216.285236,33245.977930,32541.610480,0.008859,0.360740,0.372255,0.360751,112.293627,320.762623,1200.000000,None,16,615381,109889,0
9,38893.866551,38893.866551,38893.866551,38893.866551,39584.109048,40560.054142,40005.054142,0.006764,0.415473,0.428382,0.415485,42.891898,1203.043384,1200.000000,None,16,2023503,340300,0
