instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.678051,1.011901,1.375521,1.011719,1.385440,1.963657,1200.000000,New,4,1960,140,4
1,20.376648,21.030241,21.030241,25.922545,31.000000,31.000000,31.000000,0.160247,0.247000,0.639970,0.247008,0.646946,0.833960,1200.000000,New,4,1067,38,4
2,19.679410,21.390144,21.390144,24.322934,33.000000,34.000000,33.000000,0.158643,0.502981,0.886123,0.502993,1.683147,1.777944,1200.000000,New,4,2646,246,4
3,21.458054,22.472274,22.472274,25.882314,34.000000,34.000000,34.000000,0.179796,0.375561,0.742806,0.375572,0.749200,1.396427,1200.000000,New,4,2071,156,4
4,20.873985,23.287785,23.287785,25.996386,30.000000,30.000000,30.000000,0.177951,0.391244,0.794666,0.391255,0.801406,0.938051,1200.000000,New,4,1000,28,4
5,22.005354,22.907681,22.907681,26.604686,30.000000,30.000000,30.000000,0.188442,0.317921,0.656010,0.317931,0.662793,0.759708,1200.000000,New,4,748,18,4
6,20.797545,22.900434,22.900434,25.668503,34.000000,34.000000,34.000000,0.158454,0.359342,0.721156,0.359353,0.727289,1.316375,1200.000000,New,4,2024,120,4
7,20.015650,21.862355,21.862355,24.716580,33.000000,33.000000,33.000000,0.165382,0.469729,0.852678,0.469740,0.858169,1.424863,1200.000000,New,4,2157,142,4
8,20.035259,22.036741,22.032687,24.666658,30.000000,30.000000,30.000000,0.159190,0.390868,0.816436,0.390878,0.822593,1.133206,1200.000000,New,4,1396,40,4
9,20.375376,22.537880,22.537880,24.933363,31.000000,31.000000,31.000000,0.158143,0.247403,0.681534,0.247417,0.688942,0.994138,1200.000000,New,4,1333,58,4
10,22.437676,24.761316,24.761316,26.914048,34.000000,34.000000,34.000000,0.173887,0.337336,0.817934,0.337351,0.825050,1.299336,1200.000000,New,4,1823,94,4
