instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,184727.732157,184345.962550,186683.154128,186683.154128,188182.000000,188182.000000,4.798462,8.264494,9.288150,8.264512,8.264511,9.297947,1200.000000,New,4,459,0,5
1,182999.979940,183715.545666,183345.743340,186535.688532,186535.688532,189454.700000,188280.600000,0.360794,1.219591,2.353536,1.219596,5.614960,5.621442,1200.000000,Farkas,4,2187,66,5
2,182035.791449,182719.916084,182343.396847,184002.254797,186672.100000,186672.100000,186672.100000,0.350704,3.303151,3.714373,3.303162,3.790379,26.871051,1200.000000,Farkas,4,19004,1284,5
3,182043.968054,182797.368036,182422.468454,185450.422984,185450.422984,187600.700000,187043.100000,0.343329,2.329469,3.080169,2.329471,5.257636,5.263759,1200.000000,Farkas,4,1174,26,5
4,182783.259527,183509.054082,183141.570981,186051.911835,186347.356332,188010.100000,188010.100000,0.361956,2.814802,7.022401,2.814807,7.292298,8.917518,1200.000000,Farkas,4,2101,6,5
5,184310.443333,185028.597582,184657.964813,187637.781880,187637.781880,188665.300000,188665.300000,0.346410,2.778373,6.198054,2.778377,2.778372,6.210385,1200.000000,Farkas,4,1293,0,5
6,183631.402272,184341.224966,183967.228682,186057.477048,188699.300000,189392.500000,188699.300000,0.357086,2.109393,3.777995,2.109400,5.607103,28.707976,1200.000000,Farkas,4,23628,866,5
7,179390.224702,180077.012467,179729.869982,181833.176229,183112.469260,183978.900000,183978.900000,0.345721,3.430934,7.217332,3.430949,7.599932,13.041981,1200.000000,Farkas,4,5333,179,5
8,181412.385261,182146.440645,181789.520860,184540.691299,184540.691299,186805.600000,186403.600000,0.360598,2.850051,5.490353,2.850063,23.814237,23.817630,1200.000000,Farkas,4,14964,852,5
9,184455.180606,185196.058384,184810.859403,187595.181051,187595.181051,189068.700000,189068.700000,0.355063,2.646185,3.988580,2.646198,2.646196,3.997741,1200.000000,Farkas,4,623,0,5
10,183000.608758,183739.371081,183355.700064,186488.660768,186488.660768,189321.200000,188047.900000,0.355967,1.560110,3.528273,1.560114,5.848579,5.856000,1200.000000,Farkas,4,1617,32,5
