lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
183975.539693,184727.732157,184345.962550,186683.154128,188182.000000,188182.000000,188182.000000,5.105481,8.571357,9.591818,8.571281,9.842122,16.456408,300.000000,New,4,5547,172,5
17828.209814,17828.209814,17828.209814,18591.930556,18591.930556,0.000000,18591.930556,0.372125,0.000000,0.414158,0.411364,0.000000,0.414138,300.000000,Farkas,4,0,0,5
9635.652752,9635.652752,9635.652752,9635.652752,9648.418256,9648.418256,9648.418256,0.283077,0.630588,0.648942,0.630604,0.655665,0.662105,300.000000,Farkas,4,9,2,5
11370.467785,11370.467785,11370.467785,11482.697203,11670.406418,11670.406418,11670.406418,0.379539,0.724268,0.744612,0.724282,0.751259,0.774277,300.000000,Farkas,4,33,4,5
8962.623323,8962.623323,8962.623323,8963.385917,8963.385917,0.000000,8963.385917,0.312145,0.000000,0.350088,0.347420,0.347421,0.350082,300.000000,Farkas,4,0,0,5
15113.674583,15113.674583,15113.674583,15113.674583,15113.674583,0.000000,15113.674583,0.350228,0.000000,0.383958,0.381256,0.381257,0.383953,300.000000,Farkas,4,0,0,5
8398.241789,8398.241789,8398.241789,8398.241789,8404.798744,8404.798744,8404.798744,0.321118,0.604334,0.616622,0.604352,0.621868,0.628302,300.000000,Farkas,4,14,2,5
11528.320694,11528.320694,11528.320694,11666.476003,11685.839013,11685.839013,11685.839013,0.551239,0.956803,0.978153,0.956818,0.986367,1.034523,300.000000,Farkas,4,65,6,5
11069.570388,11069.570388,11069.570388,11069.570388,11093.104889,11093.104889,11093.104889,0.300288,0.618685,0.636484,0.618698,0.642777,0.663891,300.000000,Farkas,4,23,4,5
9384.350822,9384.350822,9384.350822,9384.350822,9384.350822,0.000000,9384.350822,0.327443,0.000000,0.357043,0.354439,0.354440,0.357038,300.000000,Farkas,4,0,0,5
