instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699003,186812.699003,188182.000000,188182.000000,28.631223,32.080069,34.357671,32.079898,32.079826,34.366184,1200.000000,New,64,1052,0,112
1,182999.979940,186696.756897,185936.520267,187038.233907,187038.233907,189454.700000,188552.100000,371.108193,371.995568,373.711827,371.995579,387.468110,387.480361,1200.000000,New,64,5592,365,135
2,182035.791449,185418.842554,183888.394030,185554.928512,185554.928512,186672.100000,186672.100000,119.397825,122.339892,123.293961,122.339904,122.339903,123.301578,1200.000000,New,64,441,0,113
3,182043.968054,185759.479325,185176.688837,185848.040471,185848.040471,187600.700000,187600.700000,275.644507,277.668854,278.943270,277.668864,277.668862,278.952953,1200.000000,New,64,361,0,126
4,182783.259527,186582.730220,185699.060701,186610.615064,186610.615064,188010.100000,188010.100000,297.105798,299.607272,300.332655,299.607286,299.607285,300.340867,1200.000000,New,64,254,0,115
5,184310.443333,187642.285523,185079.639082,187214.280960,187214.280960,188665.300000,188665.300000,43.754175,46.178581,46.490585,46.178593,46.178592,46.496151,1200.000000,New,64,194,0,137
6,183631.402272,186789.199759,184005.398557,187552.249695,187552.249695,189392.500000,189392.500000,169.842565,171.603150,175.375183,171.603156,171.603153,175.389536,1200.000000,New,64,1185,0,144
7,179390.224702,182401.395116,180077.012467,182518.881256,182518.881256,183978.900000,183978.900000,236.013453,239.108468,243.768364,239.108480,239.108479,243.779382,1200.000000,New,64,1853,0,144
8,181412.385261,184899.841127,182196.631998,184686.228628,184686.228628,186805.600000,186522.300000,151.608820,154.104246,154.929634,154.104262,154.104260,154.937399,1200.000000,New,64,365,0,140
9,184455.180606,187874.964629,187005.714957,187948.312733,187948.312733,189068.700000,189068.700000,317.200466,319.535249,320.857487,319.535265,319.535265,320.866736,1200.000000,New,64,435,0,120
10,183000.608758,186537.666385,185870.094495,186417.893497,186417.893497,189321.200000,188292.100000,287.925831,289.157403,290.260696,289.157414,295.238956,295.251761,1200.000000,New,64,1557,79,144
