instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,25.881188,25.708479,26.658486,34.000000,34.000000,34.000000,1.997785,2.333380,2.659585,2.333251,2.664209,3.508771,1200.000000,New,16,2564,244,16
1,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.179550,0.509257,0.772919,0.509268,0.778653,1.446856,1200.000000,Old,16,1817,138,16
2,20.570922,25.881188,25.770705,26.338952,34.000000,34.000000,34.000000,0.184350,0.514224,0.857827,0.514235,0.864607,1.683570,1200.000000,Old,16,2437,206,16
3,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.177942,0.507232,0.771687,0.507246,0.777503,1.445897,1200.000000,Old,16,1816,138,16
4,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.173490,0.503988,0.767825,0.504002,0.773568,1.439533,1200.000000,Old,16,1811,138,16
5,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.175853,0.505477,0.791128,0.505489,0.797316,1.483156,1200.000000,Old,16,1814,138,16
6,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.183549,0.526095,0.790965,0.526101,0.796710,1.466648,1200.000000,Old,16,1816,138,16
7,20.570922,25.881188,25.708220,26.637782,34.000000,34.000000,34.000000,0.171798,0.487671,0.860393,0.487686,0.866207,1.540257,1200.000000,Old,16,2110,164,16
8,20.506657,25.881188,25.728964,26.781733,34.000000,34.000000,34.000000,0.190870,0.535332,0.892307,0.535342,0.898043,1.591383,1200.000000,Old,16,2172,156,16
9,20.570922,25.881188,25.708479,26.694166,34.000000,34.000000,34.000000,0.180855,0.511047,0.775919,0.511051,0.781659,1.450698,1200.000000,Old,16,1824,138,16
10,20.570922,25.881188,25.738407,26.555685,34.000000,34.000000,34.000000,0.188892,0.520013,0.873633,0.520017,0.879856,1.514530,1200.000000,Old,16,2118,166,16
