instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,134.915590,138.780625,135.557965,144.728624,146.947494,154.000000,148.000000,152.918942,154.014388,157.287736,154.014403,157.874215,819.933855,1200.000000,New,64,319859,17008,78
1,134.983523,138.831375,135.534633,144.944103,147.224692,153.000000,148.000000,4.259129,5.950669,9.040834,5.950681,660.397955,660.410743,1200.000000,Farkas,64,343788,16824,78
2,134.915590,138.780625,135.557965,143.382552,146.767542,154.000000,150.000000,4.002259,5.098267,8.335208,5.098282,8.458731,1200.598735,1200.000000,Farkas,64,538735,27998,78
3,134.942585,138.780625,135.557965,144.629052,146.522420,152.000000,148.000000,3.998092,5.045735,8.175139,5.045751,184.782432,425.266242,1200.000000,Farkas,64,224847,12419,78
4,135.426204,139.140938,135.888107,145.648196,147.511679,153.000000,149.000000,4.376697,6.462603,8.069246,6.462609,98.493800,506.606747,1200.000000,Farkas,64,285446,12985,78
5,134.915590,138.662187,135.219290,146.040979,148.000000,154.000000,148.000000,4.098306,5.065052,7.874662,5.065069,93.222522,155.014730,1200.000000,Farkas,64,90950,4678,78
6,134.047115,137.063125,134.047115,142.398613,146.192497,153.000000,148.000000,4.592202,5.629923,9.089257,5.629938,9.793577,1200.406037,1200.000000,Farkas,64,589944,27836,78
7,134.907507,138.728819,135.539001,143.657482,147.216650,152.000000,148.000000,4.032325,5.135851,8.401512,5.135865,630.824769,630.854934,1200.000000,Farkas,64,318819,17149,78
8,134.434375,137.917500,134.709900,144.094281,145.847495,152.000000,147.000000,4.663111,5.594156,8.773728,5.594173,444.121460,455.727151,1200.000000,Farkas,64,247644,13448,78
9,134.915590,138.780625,135.545739,145.247832,146.522029,154.000000,148.000000,4.033745,5.057934,8.160318,5.057947,265.806475,361.983594,1200.000000,Farkas,64,213657,11577,78
10,134.915590,138.780625,135.557965,144.018926,146.522494,154.000000,148.000000,4.000444,5.093256,7.830869,5.093271,461.942890,591.985232,1200.000000,Farkas,64,319659,15569,78
