lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
134.915590,134.915590,134.915590,143.653501,145.002783,154.000000,151.000000,0.096182,1.212789,3.931044,1.212804,234.759958,301.845642,300.000000,None,16,119100,11574,0
134.983523,134.983523,134.983523,141.889452,144.266193,153.000000,151.000000,0.110990,1.832909,5.498646,1.832913,5.649041,301.400579,300.000000,None,16,135022,11784,0
134.915590,134.915590,134.915590,144.490020,144.490020,154.000000,150.000000,0.103988,1.224299,4.294420,1.224303,28.605207,300.859440,300.000000,None,16,200810,9106,0
134.942585,134.942585,134.942585,142.492375,142.492375,152.000000,148.000000,0.093811,1.150538,4.992489,1.150543,11.039770,301.289165,300.000000,None,16,166066,11004,0
135.426204,135.426204,135.426204,143.666876,143.666876,153.000000,152.000000,0.112338,2.206803,5.873127,2.206809,6.485439,301.289310,300.000000,None,16,151541,9668,0
134.915590,134.915590,134.915590,143.593180,143.593180,154.000000,148.000000,0.104702,1.086981,3.552816,1.086987,3.675827,300.104048,300.000000,None,16,175230,10147,0
134.047115,134.047115,134.047115,142.398613,142.398613,153.000000,148.000000,0.089297,1.129984,4.624621,1.129989,5.336102,300.642988,300.000000,None,16,174299,9712,0
134.907507,134.907507,134.907507,143.508804,145.294068,152.000000,149.000000,0.090607,1.190145,3.446330,1.190148,3.543771,300.143987,300.000000,None,16,179553,11120,0
134.434375,134.434375,134.434375,144.768105,147.000000,152.000000,147.000000,0.093560,1.028971,4.061485,1.028982,13.853298,202.354865,300.000000,None,16,122717,5746,0
134.915590,134.915590,134.915590,143.096734,143.096734,154.000000,149.000000,0.109757,1.138562,4.157792,1.138567,4.739906,300.798870,300.000000,None,16,174887,9074,0
134.915590,134.915590,134.915590,143.653501,144.999032,154.000000,151.000000,0.110220,1.210303,3.924545,1.210306,234.360184,301.542570,300.000000,None,16,119148,11575,0
