instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.695332,1.051748,1.444730,1.051681,1.455278,2.060855,1200.000000,New,4,1960,140,4
1,20.015650,21.861942,21.804306,24.627566,33.000000,33.000000,33.000000,0.165729,0.281716,0.699477,0.281731,0.706834,1.207450,1200.000000,New,4,1824,134,4
2,20.307934,22.278507,22.278507,24.711586,34.000000,34.000000,34.000000,0.158345,0.485154,0.856151,0.485168,0.863594,1.584026,1200.000000,New,4,2225,162,4
3,20.867510,22.677383,22.677383,26.392835,34.000000,34.000000,34.000000,0.180957,0.468581,0.831824,0.468588,0.840422,1.440421,1200.000000,New,4,2011,138,4
4,20.786773,22.538113,22.538113,25.357178,34.000000,34.000000,34.000000,0.171807,0.559279,0.962106,0.559296,0.969616,1.704024,1200.000000,New,4,2299,162,4
5,20.877963,22.900434,22.900434,25.602848,31.000000,31.000000,31.000000,0.158981,0.247275,0.701152,0.247289,0.709970,1.044356,1200.000000,New,4,1450,76,4
6,20.077726,20.786479,20.786479,24.712329,31.000000,31.000000,31.000000,0.166813,0.434850,0.823930,0.434871,0.830683,1.028229,1200.000000,New,4,1156,38,4
7,20.661706,22.537880,22.537880,25.837977,34.000000,34.000000,34.000000,0.164983,0.417817,0.804764,0.417831,0.813819,1.620808,1200.000000,New,4,2346,218,4
8,21.640111,22.472274,22.472274,25.885164,34.000000,34.000000,34.000000,0.185876,0.365413,0.761713,0.365426,0.769907,1.341709,1200.000000,New,4,1675,84,4
9,20.570922,22.537880,22.537880,25.012028,33.000000,33.000000,33.000000,0.170026,0.561660,0.952002,0.561682,0.963052,1.479057,1200.000000,New,4,1881,130,4
10,20.296192,22.398376,22.398376,24.803426,30.000000,30.000000,30.000000,0.175305,0.299707,0.687882,0.299717,0.695447,0.961288,1200.000000,New,4,1113,38,4
