instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.443814,3.908733,4.681925,3.908607,3.908549,4.687479,1200.000000,None,16,488,0,0
1,171808.333723,171808.333723,171808.333723,174352.001038,176375.500000,176387.600000,176375.500000,0.033327,1.853342,2.765133,1.853345,5.212406,8.686741,1200.000000,None,16,4915,198,0
2,176002.325324,176002.325324,176002.325324,179431.098190,179431.098190,182386.300000,180708.700000,0.032092,0.603951,3.057788,0.603961,6.972808,6.979008,1200.000000,None,16,3562,122,0
3,175915.053238,175915.053238,175915.053238,178988.338937,178988.338937,180490.100000,180490.100000,0.031975,1.586096,2.070208,1.586109,1.586107,2.074592,1200.000000,None,16,274,0,0
4,183814.902961,183814.902961,183814.902961,187185.201393,187185.201393,188618.300000,188618.300000,0.033296,2.915009,3.484998,2.915024,2.915024,3.491220,1200.000000,None,16,339,0,0
5,182126.739103,182126.739103,182126.739103,184317.872887,186457.100000,187055.800000,186457.100000,0.031378,0.844981,1.728044,0.844989,16.028212,42.106612,1200.000000,None,16,38738,1704,0
6,180485.006909,180485.006909,180485.006909,183793.534722,183793.534722,185327.400000,185327.400000,0.032040,1.934202,3.504373,1.934213,1.934212,3.511307,1200.000000,None,16,648,0,0
7,181545.176035,181545.176035,181545.176035,184244.989957,186942.900000,186942.900000,186942.900000,0.031996,2.307253,3.544009,2.307267,3.696728,13.074429,1200.000000,None,16,8549,366,0
8,184552.465987,184552.465987,184552.465987,188170.380234,188170.380234,190305.800000,189856.000000,0.036162,0.896947,2.305586,0.896957,3.106130,3.533361,1200.000000,None,16,729,2,0
9,183033.606186,183033.606186,183033.606186,185482.542605,185482.542605,186759.100000,186759.100000,0.032066,1.608395,2.846130,1.608410,1.608409,2.854763,1200.000000,None,16,457,0,0
10,179034.019243,179034.019243,179034.019243,184146.463930,186839.400000,188737.300000,186839.400000,0.034002,1.129980,3.624491,1.129991,11.135679,37.210983,1200.000000,None,16,33610,1192,0
