instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,8877.000000,10186.285714,10168.357465,10353.827675,11404.571429,17928.000000,14410.000000,98.249915,100.117030,105.025823,100.116891,732.146168,1201.366955,1200.000000,New,64,678279,73095,696
1,8939.142857,10274.500000,10251.822250,10354.575895,11015.000000,11581.000000,11015.000000,117.199798,118.063757,118.194586,118.063771,128.120447,140.306479,1200.000000,New,64,22509,1456,703
2,8877.000000,10217.785714,10161.214861,10214.799657,11542.678571,100000000000000007629769841091887003294964970946560.000000,11646.000000,93.295610,93.520485,94.479079,95.156441,112.146837,317.227789,1200.000000,New,64,182551,16948,670
3,8877.000000,10098.000000,9903.018371,10302.325543,11417.142857,16947.000000,14393.000000,110.235008,111.916539,116.369264,111.916551,533.450805,1201.434201,1200.000000,New,64,640545,68633,699
4,8885.428571,10168.148084,9904.544519,10143.282335,11411.666667,100000000000000007629769841091887003294964970946560.000000,11512.000000,113.112264,113.378499,115.594836,116.468859,147.387720,321.408564,1200.000000,New,64,175283,15391,729
5,8877.000000,9352.571429,9347.302689,10663.996186,11227.000000,23142.000000,11337.000000,105.264569,105.896414,108.044495,105.896427,249.680385,363.431549,1200.000000,New,64,208104,19057,634
6,8878.142857,9573.452381,9293.314622,10303.991142,11348.785714,100000000000000007629769841091887003294964970946560.000000,11393.000000,123.810420,124.654056,128.208010,129.227637,361.540427,374.417855,1200.000000,New,64,212114,18078,652
7,8885.428571,9259.190476,9238.142149,9962.000000,11172.500000,12349.000000,11255.000000,69.157722,69.626697,69.784759,69.626712,114.952652,165.531477,1200.000000,New,64,84511,7430,457
8,8877.000000,10005.571429,9816.869132,10090.127889,11413.511905,100000000000000007629769841091887003294964970946560.000000,14393.000000,97.252152,97.531625,99.004951,100.190448,840.117977,1201.274016,1200.000000,New,64,644807,70496,659
9,8877.000000,9199.619048,9185.042197,9962.000000,11438.214286,100000000000000007629769841091887003294964970946560.000000,14413.000000,68.877600,69.704791,69.998485,70.796279,970.265791,1201.414608,1200.000000,New,64,721304,74209,480
