instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.461825,4.228777,5.003116,4.228642,4.228584,5.008528,1200.000000,None,64,488,0,0
1,129248.735776,129248.735776,129248.735776,133840.111446,134607.804147,135313.550000,135303.550000,0.034144,1.741503,3.305789,1.741519,5.142762,5.597562,1200.000000,None,64,1949,53,0
2,76066.774450,76066.774450,76066.774450,103499.118937,103727.060861,105382.850000,104582.850000,0.027386,0.621377,1.437292,0.621388,1.783195,1.858993,1200.000000,None,64,605,4,0
3,105708.295533,105708.295533,105708.295533,114212.743683,117917.016667,117917.016667,117917.016667,0.025690,2.075474,4.246695,2.075486,4.371890,7.850556,1200.000000,None,64,3970,152,0
4,69979.117849,69979.117849,69979.117849,100926.034396,106760.744444,109886.811111,106760.744444,0.027320,1.117238,3.191471,1.117250,16.167700,20.948669,1200.000000,None,64,18221,1014,0
5,29138.989795,29138.989795,29138.989795,32846.566214,33460.616667,33860.616667,33460.616667,0.028149,0.502870,0.624698,0.502882,0.648035,0.942729,1200.000000,None,64,314,16,0
6,120887.045617,120887.045617,120887.045617,130153.733113,130153.733113,130434.550000,130434.550000,0.033132,2.198615,2.951904,2.198629,2.198628,2.957724,1200.000000,None,64,390,0,0
7,42134.783932,42134.783932,42134.783932,56974.800969,56974.800969,57465.266667,57465.266667,0.025639,1.196307,1.520725,1.196316,1.196315,1.523925,1200.000000,None,64,51,0,0
8,33738.308571,33738.308571,33738.308571,39839.115798,44342.181944,44347.619444,44342.181944,0.028641,0.774774,2.549373,0.774786,4.577601,6.209540,1200.000000,None,64,4156,146,0
9,110599.068401,110599.068401,110599.068401,116055.598141,118809.531711,119747.850000,119747.850000,0.027215,1.823789,2.118989,1.823799,2.176051,6.318160,1200.000000,None,64,3902,196,0
10,90849.832697,90849.832697,90849.832697,96121.835907,99168.400000,102910.500000,99168.400000,0.028560,0.892391,1.373850,0.892403,6.043446,6.656309,1200.000000,None,64,4480,246,0
