instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10573.334266,10550.536062,10550.536062,11044.781805,12912.475382,12014.892379,1.920304,2.977880,3.018631,2.977902,545.318361,1213.260701,1200.000000,New,4,890117,139562,5
1,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,1.839369,1.945620,1.947561,1.945664,1.945664,1.947556,1200.000000,New,4,0,0,5
2,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,2.198996,2.230190,2.233710,2.230210,2.230210,2.233706,1200.000000,New,4,0,0,5
4,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,2.114872,2.281902,2.283870,2.281920,2.281920,2.283864,1200.000000,New,4,0,0,5
5,0.000221,0.000222,0.000222,0.000221,0.000240,0.000240,0.000240,2.168794,2.293495,2.295505,2.293513,2.293513,2.295501,1200.000000,New,4,0,0,5
6,0.000221,0.000222,0.000222,0.000221,0.000240,0.000240,0.000240,2.119611,2.237341,2.239282,2.237360,2.237359,2.239276,1200.000000,New,4,0,0,5
7,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,1.779686,1.810223,1.813683,1.810244,1.810242,1.813674,1200.000000,New,4,0,0,4
8,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,2.209184,2.331787,2.333754,2.331807,2.331806,2.333749,1200.000000,New,4,0,0,5
9,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,1.695111,1.751769,1.753661,1.751783,1.751783,1.753656,1200.000000,New,4,0,0,4
10,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,1.820173,1.934586,1.936472,1.934600,1.934599,1.936466,1200.000000,New,4,0,0,4
