lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
183975.539693,186459.009372,185508.311955,186706.270439,188182.000000,188182.000000,188182.000000,15.190258,18.651803,19.584947,18.651816,19.844305,32.406197,300.000000,New,16,10179,400,31
182999.979940,184433.799318,183764.716823,186758.170990,188056.600000,189454.700000,188056.600000,11.803679,12.659624,14.498749,12.659629,35.425529,57.232968,300.000000,Old,16,39168,1444,31
182035.791449,183380.692561,182943.091723,185119.733491,186672.100000,186672.100000,186672.100000,8.726959,11.670841,13.104911,11.670850,13.235477,54.068664,300.000000,Old,16,34598,2406,31
182043.968054,183507.798514,183882.184033,185514.420007,186760.900000,187600.700000,186760.900000,13.228612,15.215366,15.922881,15.215372,18.858177,27.177166,300.000000,Old,16,8244,308,31
182783.259527,184185.501645,183565.983159,186126.403038,188010.100000,188010.100000,188010.100000,7.706033,10.153170,11.046155,10.153178,11.182757,21.878382,300.000000,Old,16,9630,396,31
184310.443333,185703.968093,185184.947427,187670.047626,188665.300000,188665.300000,188665.300000,10.375550,12.812127,14.494806,12.812133,14.837442,20.772940,300.000000,Old,16,5489,168,31
183631.402272,185094.271472,184411.567898,187322.468523,188699.300000,189392.500000,188699.300000,8.835632,10.586539,12.468273,10.586544,16.971080,30.908919,300.000000,Old,16,16443,541,31
179390.224702,180765.974824,180177.625643,182150.556015,183978.900000,183978.900000,183978.900000,11.515411,14.605942,17.657267,14.605958,18.023284,37.578739,300.000000,Old,16,16316,860,31
181412.385261,182886.257771,182746.710643,184697.892790,186338.500000,186805.600000,186338.500000,6.840722,9.332964,10.315208,9.332971,43.817897,51.248534,300.000000,Old,16,36890,1468,31
184455.180606,185883.342649,186021.263030,187484.624511,189068.700000,189068.700000,189068.700000,11.077885,13.378381,14.176168,13.378388,14.370416,25.435715,300.000000,Old,16,9816,340,31
183000.608758,184426.023467,183802.807743,186704.804438,187659.300000,189321.200000,187659.300000,8.782047,9.983292,14.021434,9.983298,17.885523,27.528572,300.000000,Old,16,12469,424,31
