lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
134.915590,134.915590,134.915590,143.653501,145.015871,154.000000,151.000000,0.096006,1.206488,3.890045,1.206504,233.152013,301.685783,300.000000,None,4,119768,11593,0
135.862243,135.862243,135.862243,144.515640,144.515640,153.000000,149.000000,0.094931,1.026769,4.449761,1.026774,117.972809,300.973384,300.000000,None,4,187288,10052,0
135.354844,135.354844,135.354844,143.841106,145.807495,152.000000,150.000000,0.091691,1.041764,4.332778,1.041770,4.451664,302.914158,300.000000,None,4,128990,11560,0
135.311224,135.311224,135.311224,142.730884,143.890196,151.000000,149.000000,0.091364,1.693356,5.167685,1.693362,5.290025,301.041214,300.000000,None,4,156659,11073,0
134.405958,134.405958,134.405958,141.990942,143.758420,153.000000,148.000000,0.089762,1.678831,4.389748,1.678836,50.242616,300.776123,300.000000,None,4,145631,11323,0
134.576845,134.576845,134.576845,142.997996,142.997996,153.000000,147.000000,0.092368,0.952697,3.945395,0.952709,4.090640,300.237620,300.000000,None,4,178600,9845,0
134.789766,134.789766,134.789766,142.528509,146.109756,153.000000,149.000000,0.092637,2.065732,5.409954,2.065748,5.883038,301.209874,300.000000,None,4,160710,11731,0
135.052969,135.052969,135.052969,142.139440,142.657263,152.000000,148.000000,0.093053,1.494773,3.911443,1.494779,4.040260,300.210298,300.000000,None,4,182530,11027,0
135.509664,135.509664,135.509664,142.794335,142.794335,155.000000,149.000000,0.090745,0.928201,4.209407,0.928206,4.406542,300.828614,300.000000,None,4,200856,9002,0
134.597500,134.597500,134.597500,142.094101,144.024898,151.000000,148.000000,0.093785,1.021502,3.336379,1.021520,10.678682,300.279088,300.000000,None,4,168808,11339,0
133.691159,133.691159,133.691159,142.748189,142.748189,155.000000,151.000000,0.122946,1.462967,5.010632,1.462974,38.612731,301.994322,300.000000,None,4,120650,10702,0
