instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,38893.903641,38924.292248,38916.483000,38916.483000,39538.698746,40560.054142,40005.054142,1.525759,1.959668,1.983531,1.959683,211.792162,1217.161642,1200.000000,New,4,1366219,238152,5
1,0.000222,0.000223,0.000223,0.000222,0.000230,0.000230,0.000230,1.920283,1.978398,1.981660,1.978408,1.978406,1.981652,1200.000000,New,4,0,0,5
2,0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,1.909415,1.979373,1.981201,1.979383,1.979383,1.981195,1200.000000,New,4,0,0,5
3,0.000216,0.000216,0.000216,0.000216,0.000230,0.000230,0.000230,1.779265,1.837003,1.838828,1.837016,1.837016,1.838822,1200.000000,New,4,0,0,5
4,0.000215,0.000215,0.000215,0.000215,0.000220,0.000220,0.000220,1.909332,1.947647,1.950895,1.947659,1.947659,1.950890,1200.000000,New,4,0,0,5
6,0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,1.770630,1.864100,1.865935,1.864115,1.864114,1.865929,1200.000000,New,4,0,0,5
7,0.000214,0.000214,0.000214,0.000214,0.000230,0.000230,0.000230,1.850586,1.938206,1.940013,1.938221,1.938221,1.940008,1200.000000,New,4,0,0,5
8,0.000215,0.000215,0.000215,0.000215,0.000220,0.000220,0.000220,1.823155,1.846591,1.849858,1.846601,1.846598,1.849847,1200.000000,New,4,0,0,5
9,0.000216,0.000216,0.000216,0.000216,0.000230,0.000230,0.000230,1.842790,1.940404,1.942205,1.940415,1.940415,1.942200,1200.000000,New,4,0,0,5
10,0.000217,0.000217,0.000217,0.000217,0.000230,0.000230,0.000230,1.866540,1.912188,1.913996,1.912196,1.912193,1.913984,1200.000000,New,4,0,0,5
