instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,186459.009372,185508.311955,186706.270439,186706.270439,188182.000000,188182.000000,16.039464,19.482118,20.411357,19.481981,19.481921,20.419140,1200.000000,New,16,385,0,31
1,183910.317911,186385.900633,185437.543778,188778.262746,190507.343864,193026.700000,191348.700000,1.035386,1.949022,3.284226,1.949025,181.804760,184.552539,1200.000000,Farkas,16,121013,9004,31
