instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,184727.732157,184345.962550,186683.154128,186683.154128,188182.000000,188182.000000,4.784679,8.243293,9.265538,8.243311,8.243310,9.275370,1200.000000,New,4,459,0,5
1,17828.209814,17828.209814,17828.209814,18591.930556,18591.930556,0.000000,18591.930556,0.573029,0.000000,0.610486,0.607738,0.000000,0.610480,1200.000000,Old,4,0,0,5
2,9635.652752,9635.652752,9635.652752,9635.652752,9635.652752,0.000000,9648.418256,0.578933,0.000000,0.872085,0.869303,0.869303,0.872079,1200.000000,Old,4,0,0,5
3,11370.467785,11370.467785,11370.467785,11482.697203,11670.406418,11670.406418,11670.406418,0.438823,0.782218,0.802717,0.782232,0.809279,0.832269,1200.000000,Old,4,33,4,5
4,8962.623323,8962.623323,8962.623323,8963.385917,8963.385917,0.000000,8963.385917,0.583784,0.000000,0.615212,0.612524,0.612524,0.615203,1200.000000,Old,4,0,0,5
5,15113.674583,15113.674583,15113.674583,15113.674583,15113.674583,0.000000,15113.674583,0.282659,0.000000,0.316703,0.313992,0.313992,0.316696,1200.000000,Old,4,0,0,5
6,8398.241789,8398.241789,8398.241789,8398.241789,8398.241789,0.000000,8404.798744,0.375489,0.000000,0.616381,0.613706,0.613707,0.616376,1200.000000,Old,4,0,0,5
7,11528.320694,11528.320694,11528.320694,11666.476003,11666.476003,0.000000,11685.839013,0.785262,0.000000,1.133995,1.131194,1.131195,1.133991,1200.000000,Old,4,0,0,5
8,11069.570388,11069.570388,11069.570388,11069.570388,11069.570388,0.000000,11093.104889,0.496464,0.000000,0.760408,0.757596,0.757592,0.760390,1200.000000,Old,4,0,0,5
9,9384.350822,9384.350822,9384.350822,9384.350822,9384.350822,0.000000,9384.350822,0.272626,0.000000,0.302628,0.300033,0.300034,0.302624,1200.000000,Old,4,0,0,5
