lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
8877.000000,8877.000000,8877.000000,9962.000000,11288.428520,17928.000000,14511.000000,0.063454,2.665261,2.940517,2.665166,184.088671,301.153364,300.000000,None,16,236625,28256,0
8939.142857,8939.142857,8939.142857,10612.164850,11015.000000,11581.000000,11015.000000,0.009487,0.868307,2.708124,0.868314,11.997276,15.268873,300.000000,None,16,14210,1348,0
8877.000000,8877.000000,8877.000000,9962.000000,11646.000000,100000000000000007629769841091887003294964970946560.000000,11646.000000,0.012141,0.239067,0.511719,1.048391,207.067792,289.284652,300.000000,None,16,326186,35066,0
8877.000000,8877.000000,8877.000000,9962.000000,11264.500000,16947.000000,14393.000000,0.009042,1.665947,1.918444,1.665950,22.947128,300.582577,300.000000,None,16,250192,30227,0
8885.428571,8885.428571,8885.428571,10155.000000,11512.000000,100000000000000007629769841091887003294964970946560.000000,11512.000000,0.008725,0.267013,0.763259,1.283442,1.821234,129.901939,300.000000,None,16,156089,14452,0
8877.000000,8877.000000,8877.000000,9962.000000,11337.000000,23142.000000,11337.000000,0.012136,0.648106,0.819216,0.648111,122.289363,179.889454,300.000000,None,16,211803,20253,0
8878.142857,8878.142857,8878.142857,10264.000000,11393.000000,100000000000000007629769841091887003294964970946560.000000,11393.000000,0.010499,0.849766,1.548425,2.127807,148.682516,213.943240,300.000000,None,16,217833,23667,0
8885.428571,8885.428571,8885.428571,9962.000000,11255.000000,12349.000000,11255.000000,0.009959,0.479585,0.596854,0.479588,34.721526,81.609040,300.000000,None,16,94114,9696,0
8877.000000,8877.000000,8877.000000,9962.000000,11270.785714,100000000000000007629769841091887003294964970946560.000000,14985.000000,0.008356,0.280350,0.513822,1.153888,237.884888,300.517053,300.000000,None,16,245948,28267,0
8877.000000,8877.000000,8877.000000,9962.000000,11308.428571,100000000000000007629769841091887003294964970946560.000000,14476.000000,0.010010,0.821077,1.093458,1.647960,280.722650,300.516527,300.000000,None,16,257860,28832,0
8877.000000,8877.000000,8877.000000,9962.000000,11337.428571,100000000000000007629769841091887003294964970946560.000000,14531.000000,0.012679,0.355083,0.620223,1.284892,113.370943,300.562614,300.000000,None,16,259416,30547,0
