instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699002,186812.699002,188182.000000,188182.000000,29.574979,33.034451,35.321026,33.034359,33.034316,35.329936,1200.000000,New,64,1052,0,112
1,129248.735776,131197.137900,129248.735776,133840.111446,134607.804147,135313.550000,135303.550000,5.237068,6.955760,8.529669,6.955770,10.373729,10.830762,1200.000000,Farkas,64,1949,53,112
2,76066.774450,79557.237518,76066.774450,103499.118937,103727.060861,105382.850000,104582.850000,7.261270,7.862442,8.680899,7.862452,9.028525,9.105100,1200.000000,Farkas,64,605,4,112
3,105708.295533,108492.067926,105708.295533,114212.743683,117917.016667,117917.016667,117917.016667,6.283225,8.345820,10.530934,8.345833,10.656513,14.143397,1200.000000,Farkas,64,3970,152,112
4,69979.117849,70464.011697,69979.117849,100926.034396,106760.744444,109886.811111,106760.744444,7.308482,8.405140,10.494679,8.405154,23.517532,28.317350,1200.000000,Farkas,64,18221,1014,112
5,29138.989795,30250.238283,29138.989795,32846.566214,33460.616667,33860.616667,33460.616667,12.805177,13.288422,13.412640,13.288437,13.436148,13.733119,1200.000000,Farkas,64,314,16,112
6,120887.045617,123278.355371,120887.045617,130153.733113,130153.733113,130434.550000,130434.550000,8.259289,10.454245,11.215712,10.454252,10.454247,11.221641,1200.000000,Farkas,64,390,0,112
7,42134.783932,42875.398750,42134.783932,56974.800969,56974.800969,57465.266667,57465.266667,7.157735,8.350852,8.679064,8.350870,8.350865,8.682339,1200.000000,Farkas,64,51,0,112
8,33738.308571,34829.014183,33738.308571,39839.115798,44342.181944,44347.619444,44342.181944,9.380103,10.138103,11.933960,10.138126,13.973409,15.613259,1200.000000,Farkas,64,4156,146,112
9,110599.068401,112478.843283,110599.068401,116055.598141,118809.531711,119747.850000,119747.850000,5.624389,7.442152,7.740884,7.442168,7.798210,11.966964,1200.000000,Farkas,64,3902,196,112
10,90849.832697,92744.796409,90849.832697,96121.835907,99168.400000,102910.500000,99168.400000,7.477616,8.353391,8.840151,8.353396,13.549861,14.167542,1200.000000,Farkas,64,4480,246,112
