instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.031829,1.698276,2.035216,1.698159,2.040693,2.635178,1200.000000,None,64,2021,186,0
1,20.015650,20.015650,20.015650,24.195321,33.000000,33.000000,33.000000,0.001856,0.112000,0.441171,0.112013,0.446742,0.867405,1200.000000,None,64,1589,110,0
2,20.307934,20.307934,20.307934,24.911025,34.000000,34.000000,34.000000,0.001790,0.322316,0.679605,0.322328,0.686635,1.192459,1200.000000,None,64,1875,156,0
3,20.867510,20.867510,20.867510,26.210986,34.000000,34.000000,34.000000,0.002353,0.287091,0.612343,0.287099,0.618445,1.095627,1200.000000,None,64,1524,104,0
4,20.786773,20.786773,20.786773,25.203037,34.000000,34.000000,34.000000,0.001768,0.356215,0.707860,0.356228,0.714692,1.231534,1200.000000,None,64,1908,166,0
5,20.877963,20.877963,20.877963,25.504417,31.000000,31.000000,31.000000,0.001755,0.090661,0.471987,0.090674,0.478032,0.631908,1200.000000,None,64,994,34,0
6,20.077726,20.077726,20.077726,24.928415,31.000000,31.000000,31.000000,0.002289,0.256796,0.641012,0.256805,0.647965,0.871240,1200.000000,None,64,1266,60,0
7,20.661706,20.661706,20.661706,25.462436,34.000000,34.000000,34.000000,0.002416,0.254221,0.566988,0.254232,0.575141,1.097331,1200.000000,None,64,1755,170,0
8,21.640111,21.640111,21.640111,25.797961,34.000000,34.000000,34.000000,0.001874,0.180645,0.527999,0.180657,0.534090,1.199382,1200.000000,None,64,2278,182,0
9,20.570922,20.570922,20.570922,25.254803,33.000000,33.000000,33.000000,0.002928,0.357157,0.690717,0.357165,0.696239,1.179947,1200.000000,None,64,1671,124,0
10,20.296192,20.296192,20.296192,25.438471,30.000000,30.000000,30.000000,0.001755,0.121658,0.463821,0.121668,0.469623,0.628795,1200.000000,None,64,1009,28,0
