instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,8877.000000,8894.285714,8894.285714,9962.000000,11386.571389,17928.000000,14393.000000,2.437984,4.300091,5.042105,4.299962,616.578659,1201.619470,1200.000000,New,4,782112,85339,4
1,8939.142857,8974.714286,8939.317227,10681.574401,11015.000000,11581.000000,11015.000000,0.059967,0.922311,3.349972,0.922326,9.673756,21.535174,1200.000000,Farkas,4,19810,1296,4
2,8877.000000,8894.285714,8894.285714,9962.000000,11531.809524,100000000000000007629769841091887003294964970946560.000000,11646.000000,0.055262,0.274689,1.023201,1.771168,7.118618,309.630340,1200.000000,Farkas,4,284272,25063,4
3,8877.000000,8894.285714,8894.285714,9962.000000,11403.238095,16947.000000,14393.000000,0.054128,1.721646,2.268520,1.721659,816.122705,1201.555815,1200.000000,Farkas,4,825237,89545,4
4,8885.428571,8894.285714,8894.100032,10155.000000,11401.428571,100000000000000007629769841091887003294964970946560.000000,11512.000000,0.059760,0.325556,1.622372,2.591477,110.224293,198.097264,1200.000000,Farkas,4,186938,16596,4
5,8877.000000,8894.285714,8894.285714,9962.000000,11270.380952,23142.000000,11337.000000,0.060145,0.687137,1.430714,0.687150,8.885295,146.442478,1200.000000,Farkas,4,150619,12019,4
6,8878.142857,8895.428571,8895.428571,10241.000000,11285.285714,100000000000000007629769841091887003294964970946560.000000,11393.000000,0.059850,0.888780,1.806407,2.373475,209.032569,228.573332,1200.000000,Farkas,4,216872,18646,4
7,8885.428571,8894.285714,8894.285714,9962.000000,11255.000000,12349.000000,11255.000000,0.057053,0.524848,0.732463,0.524858,54.181679,131.113917,1200.000000,Farkas,4,133417,10454,4
8,8877.000000,8894.285714,8894.285714,9962.000000,11378.714286,100000000000000007629769841091887003294964970946560.000000,14413.000000,0.053141,0.328011,0.895622,1.940363,727.761545,1201.448717,1200.000000,Farkas,4,778917,87525,4
9,8877.000000,8894.285714,8894.285714,9962.000000,11437.214286,100000000000000007629769841091887003294964970946560.000000,14393.000000,0.063652,0.874791,1.422737,2.174333,788.969202,1201.521307,1200.000000,Farkas,4,799369,86493,4
10,8877.000000,8894.285714,8894.285714,9962.000000,11428.142857,100000000000000007629769841091887003294964970946560.000000,14394.000000,0.054520,0.379915,0.950475,1.594280,51.961282,1201.465755,1200.000000,Farkas,4,788071,84861,4
